author	aid	normdate	birth	death	raw	hasbirth	hasdeath	hasdates	estimate	place-birth	place-death	country-birth	continent-birth	first-name	preposition-name	second-name	gender	viafid	vf_bi	vf_de	vf_bi_esti	vf_de_esti	birth_diff	death_diff	vf_cand_n	auname_viaf	redo	match_type	vf_validation
Salazar, Felipe «Pichorra»	398n	19.5	XIX	XX	Yucateco (México). Siglos XIX - XX Poeta hallado en Internet.	0	0	0	0	Yucateco (México)		México	América	Felipe «Pichorra»		Salazar	M												medium
Sánchez Romeralo, Jaime	554n	19.5	XIX	XX	Madrid. Siglos XIX - XX Derecho y Filosofía y Letras. Poeta.	0	0	0	0	Madrid		España	Europa	Jaime		Sánchez Romeralo	M	200941837								Jaime Sánchez Romeralo			high
Sansores, Rosario («Crisantema»)	173n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Rosario («Crisantema»)		Sansores	F												medium
Sanz y Ruiz de la Peña, Nicomedes	039n	19.5	XIX	XX	España. Siglos XIX - XX Poeta.	0	0	0	0	España		España	Europa	Nicomedes		Sanz y Ruiz de la Peña	M	67738778								Nicomedes Sanz y Ruiz de la Peña	1		high
Saras Aloma, Mariblanca	287n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Mariblanca		Saras Aloma	F												medium
Sarret, Cecilio V.	396n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Cecilio V.		Sarret	M												medium
Segale, Atenógenes	066n	19.5	1868	1903	México. 1868 - 1903 Religioso.	1	1	1	0	México		México	América	Atenógenes		Segale	M												medium
Sellén, Francisco	326n	19.5	1838	1907	Santiago de Cuba. 1838 - La Habana. 1907 Escritor, periodista y poeta. Estudió en España.	1	1	1	0	Santiago de Cuba	La Habana	Cuba	América	Francisco		Sellén	M												medium
Silva Jiménez de Enciso, José María	572n	19.5	1858	1906	Málaga. 1858 - Madrid. 1906 Poeta y autor dramático. Estudió en la Facultad de Derecho sin doctorarse. Fue representante del Teatro de la Princesa de Madrid. Murió en la miseria y abandonado.	1	1	1	0	Málaga	Madrid	España	Europa	José María		Silva Jiménez de Enciso	M												medium
Suárez Gómez, Antonio	612n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Antonio		Suárez Gómez	M												medium
Suárez, Octavio M.	304n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Octavio M.		Suárez	M												medium
T. de Y. M.	529n	19.5	XIX	XX	España. Siglo XIX - XX Poeta. Este soneto fue publicado en La Revista Católica de Sevilla.	0	0	0	0	España		España	Europa	T. de Y. M.			M												medium
Tabares Barlett, José	319n	19.5	1850	1921	Santa Cruz de Tenerife. 1850-1921	1	1	1	0	Tenerife		España	Europa	José		Tabares Barlett	M												medium
Terre, Leonardo G.	271n	19.5	XIX	XX	Cuba. Siglos XIX -XX Poeta.	0	0	0	0	Cuba		Cuba	América	Leonardo G.		Terre	M												medium
Tixe, M. B.	117n	19.5	XIX	XX	España. Siglo XIX - XX Poeta. Publicó este soneto en La Revista Católica de Sevilla.	0	0	0	0	España		España	Europa	M. B.		Tixe	M												medium
Torre, José María de la	5n	19.5	XIX	XX	España. Siglos XIX - XX Poeta y escritor.	0	0	0	0	España		España	Europa	José María	de la	Torre	M												medium
Torregrosa, Fernando	194n	19.5	XIX	XX	Puerto Rico. Siglos XIX - XX Poeta.	0	0	0	0	Puerto Rico		Puerto Rico	América	Fernando		Torregrosa	M												medium
Trujillo Arredondo, Rosa de	424n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Rosa	de	Trujillo Arredondo	F												medium
Ubago, Juan B.	445n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Juan B.		Ubago	M												medium
Umaña, Rosa	528n	19.5	1886	1924	Nicaragua. 1886 - 1924 Poeta hallada en Internet.	1	1	1	0	Nicaragua		Nicaragua	América	Rosa		Umaña	F												medium
Urbano Carrere, Ramón Antonio	443n	19.5	1865	1914	Málaga. 1865 - 1914 Poeta y escritor. Procurador, Académico de la Historia y Caballero de la Orden de Alfonso XII.	1	1	1	0	Málaga		España	Europa	Ramón Antonio		Urbano Carrere	M												medium
Valdés de la Paz, Osvaldo	286n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Osvaldo		Valdés de la Paz	M												medium
Valdés, Carlos M.	058n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Carlos M.		Valdés	M										1		medium
Valencia, Félix	076n	19.5	1886	1918	Latacumba (Ecuador). 1886 - 1918	1	1	1	0	Latacumba (Ecuador)		Ecuador	América	Félix		Valencia	M										1		medium
Valle, Margarita del	590n	19.5	XIX	XX	Cuba. Siglo XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Margarita	del	Valle	F												medium
Vallejo, Juan	636n	19.5	XIX	XX	España. Siglo XIX - XX Poeta.	0	0	0	0	España		España	Europa	Juan		Vallejo	M	169599754								Juan Vallejo			high
Vázquez, Esther Lucila	688n	19.5	1860	1906	Cuba. 1860 - 1906 Poeta hallada en Internet.	1	1	1	0	Cuba		Cuba	América	Esther Lucila		Vázquez	F												medium
Velilla Rodríguez, Mercedes de	583n	19.5	1852	XX	Sevilla 1852 - Siglo XX Poeta y autora dramática.	1	0	0	0	Sevilla		España	Europa	Mercedes	de	Velilla Rodríguez	F												medium
Verson Brunet, Rafael	498n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Rafael		Verson Brunet	M												medium
Vignier, Rafael	085n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Rafael		Vignier	M												medium
Villa, José J.	366n	19.5	XIX	XX	Cuba. Siglo XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	José J.		Villa	M												medium
Villar, Ubaldo R.	557n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Ubaldo R.		Villar	M												medium
Villegas, J. M.	133n	19.5	XIX	XX	España. Siglos XIX - XX Poeta.	0	0	0	0	España		España	Europa	J. M.		Villegas	M												medium
Visillac, Félix B.	691n	19.5	XIX	XX	Argentina. Siglos XIX - XX Poeta.	0	0	0	0	Argentina		Argentina	América	Félix B.		Visillac	M												medium
Vital, Aza	337n	19.5	1851	1912	Pola de Lena (Asturias). 1851 - Madrid. 1912  Comediógrafo. Médico. Letrista de zarzuelas.	1	1	1	0	Pola de Lena (Asturias)	Madrid	España	Europa	Aza		Vital	M												medium
Wen Maury, José	494n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	José		Wen Maury	M												medium
Yanguas, Aurelio	315n	19.5	XIX	XX	España. Siglo XIX - XX Poeta.	0	0	0	0	España		España	Europa	Aurelio		Yanguas	M	304921799								Aurelio Yanguas			high
