author	aid	normdate	birth	death	raw	hasbirth	hasdeath	hasdates	estimate	place-birth	place-death	country-birth	continent-birth	first-name	preposition-name	second-name	gender	viafid	vf_bi	vf_de	vf_bi_esti	vf_de_esti	birth_diff	death_diff	vf_cand_n	auname_viaf	redo	match_type	vf_validation
Sigüenza y Góngora, Carlos	018n	17.5	1645	1700	México. 1645 - 1700 Representante del barroco y la época colonial. Poeta. Sobrino de Góngora. Perteneció a la Compañía de Jesús.	1	1	1	0	México		México	América	Carlos		Sigüenza y Góngora	M	59112593	1645	1700	False	False	0	0	2	Carlos Siguenza y Gongora, 1645 1700	1	exact	high
Carpio, Manuel	242n	18.5	1791	1861	México. 1791 - 1861 Poeta hallado en Internet.	1	1	1	0	México		México	América	Manuel		Carpio	M	43390035	1791	1860	False	False	0	1	9	Manuel Carpio, 1791 1860		exact	high
Fernández Baeza, Pascual	668n	18.5	1798	1860	1798 - 1860 Poeta hallado en Internet.	1	1	1	0					Pascual		Fernández Baeza	M	32425520	1798	1860	False	False	0	0	8	Pascual Fernandez Baeza 1798 1860		exact	high
Manzano, Juan Francisco	488n	18.5	1797	1857	La Habana (Cuba). 1797 - 1857 Esclavo negro cubano. Poeta	1	1	1	0	La Habana (Cuba)		Cuba	América	Juan Francisco		Manzano	M	69056604	1797	1854	False	False	0	3	3	Juan Francisco Manzano, 1797 1854		exact	high
Olmedo, José Joaquín	380n	18.5	1780	1847	Guayaquil (Ecuador). 1780 - 1847 Diplomático en Londres y París. Poeta hallado en Internet.	1	1	1	0	Guayaquil (Ecuador)		Ecuador	América	José Joaquín		Olmedo	M	68942013	1780	1847	False	False	0	0	5	Jose Joaquin Olmedo, 1780 1847		exact	high
Acuña, Manuel	475n	19	1849	1873	México. 1849 - 1873 Poeta con un trágico destino. Nace en Saltillo, Coahuila, el 27 de agosto de 1849 y se mató en la ciudad de México el día 6 de diciembre de 1873. Estudiante de Medicina, a causa de un desengaño amoroso, se quitó la vida ingiriendo cianuro.	1	1	1	0	México		México	América	Manuel		Acuña	M	39414418	1849	1873	False	False	0	0	6	Manuel Acuna, 1849 1873		exact	high
Aguiló, Mariano	218n	19	1825	1897	Palma de Mallorca. 1825 - 1897 Poeta.	1	1	1	0	Palma de Mallorca		España	Europa	Mariano		Aguiló	M	19773819	1825	1897	False	False	0	0	6	Mariano Aguilo y Fuster		contained	high
Aguiló, Tomás	129n	19	1812	1884	Palma de Mallorca 1812 - 1884 Poeta.	1	1	1	0	Palma de Mallorca		España	Europa	Tomás		Aguiló	M	102338849	1812	1884	False	False	0	0	9	Tomas Aguilo, 1812 1884		exact	high
Alarcón, Pedro Antonio de	404n	19	1833	1891	Guadix (Granada). 1833 - Madrid. 1891 Autor. Periodista. Empezó la carrera de Leyes. Su novela más lograda fue El Escándalo.	1	1	1	0	Guadix (Granada)	Madrid	España	Europa	Pedro Antonio	de	Alarcón	M	44294383	1833	1891	False	False	0	0	1	Pedro Antonio Alarcon, 1833 1891		exact	high
Alonso, Manuel A.	250n	19	1822	1889	San Juan de Puerto Rico. 1822 -1889 Estudió en España la carrera de Medicina en 1842; especializándose en Psiquiatría. Poeta hallado en Internet.	1	1	1	0	Puerto Rico		Puerto Rico	América	Manuel A.		Alonso	M	77508580	1822	1889	False	False	0	0	8	Manuel A. Alonso 1822 1889		exact	high
Althaus, Clemente	373n	19	1835	1881	Lima (Perú). 1835 - París. 1881 Poeta hallado en Internet.	1	1	1	0	Lima (Perú)	París	Perú	América	Clemente		Althaus	M	310561275	1835	1881	False	False	0	0	10	Clemente Althaus, 1835 1881		exact	high
Arango y Escando, Alejandro	611n	19	1821	1876	Puebla (México). 1821 - México. 1883 De familia con poder económico curso sus estudios en Europa. Se licencia en Derecho en México y más tarde catedrático en la Universidad. Con su libro Versos recogió toda su poesía en el año 1876. Poeta inclinado a la poesía religiosa de Fray Luis de León de quien publicó un interesante ensayo. Fue director de la Academia Mexicana.	1	1	1	0	Puebla (México)	México	México	América	Alejandro		Arango y Escando	M	89023109	1821	1883	False	False	0	7	7	Alejandro Arango y Escandon, 1821 1883		wordpart	low
Arnao, Antonio	4n	19	1828	1889	Cuba. 1828 - 1889	1	1	1	0	Cuba		Cuba	América	Antonio		Arnao	M	57415459	1828	1889	False	False	0	0	5	Antonio Arnao, 1828 1889	1	exact	high
Arteaga Alemparte, Domingo	325n	19	1835	1880	Concepción. (Chile) 1835 - 1880 Poeta y periodista. Político.	1	1	1	0	Concepción		España	Europa	Domingo		Arteaga Alemparte	M	122319059	1835	1880	False	False	0	0	2	Domingo Arteaga Alemparte, 1835 1880		exact	high
Ayguals de Izco, Wenceslao	487n	19	1801	1873	España. 1801 - 1873 Poeta hallado en Internet.	1	1	1	0	España		España	Europa	Wenceslao		Ayguals de Izco	M	3261686	1801	1873	False	False	0	0	9	Wenceslao Ayguals Izco, 1801 1873		exact	high
Bécquer, Gustavo Adolfo	094n	19	1836	1870	Sevilla. 1836 - Madrid. 1870 Poeta y periodista. Célebre por sus Rimas.	1	1	1	0	Sevilla	Madrid	España	Europa	Gustavo Adolfo		Bécquer	M	39390815	1836	1870	False	False	0	0	1	Gustavo Adolfo Becquer, 1836 1870	1	exact	high
Blanchie, Francisco Javier	368n	19	1822	1847	La Habana (Cuba). 1822 - 1847	1	1	1	0	La Habana (Cuba)		Cuba	América	Francisco Javier		Blanchie	M	87374211	1822	1847	False	False	0	0	1	Francisco Javier Blanchie 1822 1847		exact	high
Boissier, Carlos Alberto	180n	19	1877	1897	Matanzas (Cuba). 1877 - Pinar del Río (Cuba). 1897 Poeta. Murió en la guerra en los campos de Pinar del Río.	1	1	1	0	Matanzas (Cuba)	Pinar del Río (Cuba)	Cuba	América	Carlos Alberto		Boissier	M	73540885	1877	1897	False	False	0	0	2	Carlos Alberto Boissier y Diaz		contained	high
Borrero, Juana	354n	19	1877	1896	La Habana (Cuba). 1877 - Key West (EE.UU.). 1896 Poetisa hermana de Dulce María Borrero. Fue uno de los discípulos más significada de Julián del Casal. Su poesía fue recopilada en Rimas en 1896.	1	1	1	0	La Habana (Cuba)		Cuba	América	Juana		Borrero	F	52487761	1877	1896	False	False	0	0	6	Juana Borrero, 1877 1896		exact	high
Cabanyes, Manuel de	440n	19	1808	1833	Villanueva y Geltrú. 1808 - 1833 Poeta y abogado.	1	1	1	0	Villanueva		España	Europa	Manuel	de	Cabanyes	M	67605629	1808	1833	False	False	0	0	8	Manuel Cabanyes, 1808 1833		exact	high
Cañete, Manuel	073n	19	1822	1891	Sevilla. 1822 - Madrid. 1891 Poeta, literato y crítico. Autor teatral.	1	1	1	0	Sevilla	Madrid	España	Europa	Manuel		Cañete	M	64319594	1822	1891	False	False	0	0	10	Manuel Canete, 1822 1891	1	exact	high
Cánovas del Castillo, Antonio	208n	19	1828	1897	Málaga. 1828 - Santa Agueda. 1897 Estadista. Político, historiador. Escritor y poeta.	1	1	1	0	Málaga	Santa Agueda	España	Europa	Antonio		Cánovas del Castillo	M	68994598	1828	1897	False	False	0	0	4	Antonio Canovas del Castillo, 1828 1897		exact	high
Caro, José Eusebio	379n	19	1817	1853	Ocaña (Colombia). 1817 - 1853 Político. Inspirador y modelo de Rubén Darío.	1	1	1	0	Ocaña (Colombia)		Colombia	América	José Eusebio		Caro	M	44615987	1817	1853	False	False	0	0	5	Jose Eusebio Caro 1817 1853		exact	high
Carrasquilla Mallarino, Eduardo	470n	19	1887	0	Bogotá (Colombia). 1887 Poeta. Hijo de una familia poética muy importante en Colombia.	1	1	1	0	Bogotá (Colombia)		Colombia	América	Eduardo		Carrasquilla Mallarino	M	53702449	1887	1956	False	False	0	2056	5	Eduardo Carrasquilla Mallarino 1887 1956		exact	high
Carrasquilla, Ricardo	419n	19	1827	1885	Colombia. 1827 - 1885 Poeta.	1	1	1	0	Colombia		Colombia	América	Ricardo		Carrasquilla	M	34051230	1827	1886	False	False	0	1	1	Ricardo Carrasquilla, 1827 1886		exact	high
Casal, Julián del	068n	19	1863	1893	La Habana (Cuba). 1863 - 1893 Periodista. Crítico teatral y literario. Amigo de Silva y Rubén Darío.	1	1	1	0	La Habana (Cuba)		Cuba	América	Julián	del	Casal	M	24758421	1863	1893	False	False	0	0	4	Julian del Casal, 1863 1893	1	exact	high
Cazurro, Mariano Zacarías	063n	19	1824	1896	Tordehumos (Valladolid). 1824 - Madrid. 1896 Periodista, poeta y autor dramático.	1	1	1	0	Tordehumos (Valladolid)	Madrid	España	Europa	Mariano Zacarías		Cazurro	M	86985486	1824	1896	False	False	0	0	4	Mariano Zacarias Cazurro, 1824 1896	1	exact	high
Echemendia, Ambrosio	466n	19	1843	0	Cuba. 1843 Fue esclavo hasta conseguir su libertad. Hallado en Internet.	1	1	1	0	Cuba		Cuba	América	Ambrosio		Echemendia	M	108090009	1843	1893	False	False	0	1993	2	Ambrosio Echemendia, 1843 1893 or 1898		exact	high
Espronceda, José de	280n	19	1808	1842	Almendralejo (Badajoz). 1808 - Madrid. 1842 Poeta español. Uno de los más leídos por todas las generaciones. Tomó parte en varias revoluciones teniendo que exilarse por dos veces.	1	1	1	0	Almendralejo (Badajoz)	Madrid	España	Europa	José	de	Espronceda	M	20632	1808	1842	False	False	0	0	1	Jose Espronceda, 1808 1842		exact	high
Ferrer del Río, Antonio	644n	19	1814	1856	Madrid. 1814 - El Molar (Madrid). 1872 Poeta e historiador. Vivió algún tiempo en La Habana. Cuba en cuya prensa colaboraba con el seudónimo de El Madrileño. En 1853, tras su regreso a España, ingresa en la Real Academia de la Lengua, con el cargo de bibliotecario. Subvencionado por la corona española escribió Historia del reinado de Carlos III de España en el año 1856.	1	1	1	0	Madrid	El Molar (Madrid)	España	Europa	Antonio		Ferrer del Río	M	87834778	1814	1872	False	False	0	16	6	Antonio Ferrer del Rio, 1814 1872		exact	high
Flores, Manuel María	301n	19	1840	1885	México. 1840 - 1885 Filosofía. Diputado de la República. Poeta hallado en Internet.	1	1	1	0	México		México	América	Manuel María		Flores	M	23703570	1840	1885	False	False	0	0	8	Manuel Maria Flores 1840 1885		exact	high
Fornaris, José	383n	19	1827	1890	Bayamo (Cuba). 1827 - La Habana. 1890 Poeta. Graduado en Leyes. Creador de la revista La Piragua. Independentista.	1	1	1	0	Bayamo (Cuba)	La Habana	Cuba	América	José		Fornaris	M	87038503	1827	1890	False	False	0	0	5	Jose Fornaris, 1827 1890		exact	high
Ganivet, Ángel	219n	19	1865	1898	Granada. 1865 - Murió en Riga (Letonia) en las aguas del Dwina, en 1898. Licenciado en Filosofía y Letras. Carrera diplomática en Amberes, Helsingfors y Riga. Escribió poesías en español, alemán y francés.	1	1	1	0	Granada		España	Europa	Ángel		Ganivet	M	76339208	1865	1898	False	False	0	0	1	Angel Ganivet, 1865 1898		exact	high
García Gutiérrez, Antonio	165n	19	1813	1884	Chiclana (Cádiz). 1813 - Madrid. 1884 Dramaturgo español. Después de viajar por América ingresa en la Academia Española. Director del Museo Arqueológico. Traductor del teatro francés.	1	1	1	0	Chiclana (Cádiz)	Madrid	España	Europa	Antonio		García Gutiérrez	M	49268080	1813	1884	False	False	0	0	2	Antonio Garcia Gutierrez, 1813 1884		exact	high
García Tassara, Gabriel	125n	19	1817	1875	Sevilla. 1817 - Ávila. 1875 Poeta español. Alterna su poesía con la naturaleza y los temas religiosos.	1	1	1	0	Sevilla	Ávila	España	Europa	Gabriel		García Tassara	M	53997117	1817	1875	False	False	0	0	8	Gabriel Garcia Tassara, 1817 1875		exact	high
Garrido y Tortosa, Fernando	145n	19	1821	1883	Cartagena (Murcia). 1821 - Córdoba. 1883 Fundador de periódicos. Republicano. Durante la República fue Intendente de Filipinas. Perseguido por sus ideales.	1	1	1	0	Cartagena (Murcia)	Córdoba	España	Europa	Fernando		Garrido y Tortosa	M	37711102	1821	1883	False	False	0	0	2	Fernando Garrido y Tortosa, 1821 1883		exact	high
Gautier Benítez, José	601n	19	1848	1888	Caguas (Puerto Rico). 1848 - San Juan (Puerto Rico). 1888 Poeta. Es considerado el Bécquer de Puerto Rico. Hallado en Internet.	1	1	1	0	Caguas (Puerto Rico)	San Juan (Puerto Rico)	Puerto Rico	América	José		Gautier Benítez	M	48348151	1848	1880	False	False	0	8	7	Jose Gautier Benitez, 1848 1880		exact	high
Gómez de Avellaneda, Gertrudis	537n	19	1814	1836	Puerto Príncipe. (Cuba) 1814 - Madrid. 1873 Escritora cubana. Hija de un marino español, se traslada a vivir a España el año 1836 y se la considera desde esa fecha vinculada a Madrid. Contrajo matrimonio en dos ocasiones.	1	1	1	0	Puerto Príncipe		Haití	América	Gertrudis		Gómez de Avellaneda	F	76328537	1814	1873	False	False	0	37	1	Gertrudis Gomez Avellaneda, 1814 1873		exact	high
Grilo, Antonio F.	017n	19	1845	1884	Córdoba. 1845 - Madrid. 1906 Poeta que recitaba sus propias poesías con un arte que sólo podía igualársele, Zorrilla, según las crónicas de la época. Tuvo el privilegio que uno de sus libros de versos, (Ideales, París. 1884) fuera editado por la propia Isabel II y el mismo Alfonso XII, conocía de memoria algunas de sus mejores obras. Fue periodista de profesión. Murió sin tomar posesión de uno de los sillones de la Real Academia, que le fue concedido meses antes de su muerte.	1	1	1	0	Córdoba	Madrid	España	Europa	Antonio F.		Grilo	M	212513518	1845	1906	False	False	0	22	3	Antonio F. Grilo, 1845 1906	1	exact	high
Hartzenbusch, Juan Eugenio	507n	19	1806	1880	Madrid. 1806 - Madrid. 1880 Escritor español. Trabajó de ebanista, tipógrafo, y taquígrafo de las Cortes. Su éxito teatral Los Amantes de Teruel le permitió dedicarse por entero a la literatura. Director de la Escuela Normal, de la Biblioteca Nacional y Académico de la Lengua.	1	1	1	0	Madrid	Madrid	España	Europa	Juan Eugenio		Hartzenbusch	M	71432575	1806	1880	False	False	0	0	4	Juan Eugenio Hartzenbusch, 1806 1880		exact	high
Laverde Ruiz, Gumersindo	276n	19	1835	1890	Oviedo. 1835 - 1890 Filosofía y letras. Poeta hallado en Internet.	1	1	1	0	Oviedo		España	Europa	Gumersindo		Laverde Ruiz	M	14899151	1835	1890	False	False	0	0	3	Gumersindo Laverde Ruiz, 1835 1890		exact	high
López de Ayala, Adelardo	193n	19	1828	1879	Guadalcanal (Sevilla). 1828 - Madrid. 1879 Estudia Derecho en la capital hispalense, trasladándose a continuación a Madrid. Llegó a ser diputado y ministro de Ultramar en cuatro ocasiones.	1	1	1	0	Guadalcanal (Sevilla)	Madrid	España	Europa	Adelardo		López de Ayala	M	267848	1828	1879	False	False	0	0	9	Adelardo Lopez Ayala, 1828 1879		exact	high
Luaces, Joaquín Lorenzo	391n	19	1826	1867	La Habana (Cuba). 1826 - 1867 Poeta cubano. Tuvo colaboraciones en las revistas del tabaco La Piragua y La Aurora.	1	1	1	0	La Habana (Cuba)		Cuba	América	Joaquín Lorenzo		Luaces	M	53993474	1826	1867	False	False	0	0	6	Joaquin Lorenzo Luaces, 1826 1867		exact	high
Marín de Solar, Mercedes	533n	19	1804	0	Santiago de Chile. 1804 Poeta.	1	1	1	0	Santiago de Chile		Chile	América	Mercedes		Marín de Solar	F	22190196	1804	1866	False	False	0	1966	2	Mercedes Marin Solar 1804 1866		exact	high
Martínez Monroy, José	081n	19	1837	1861	España. 1837 - 1861	1	1	1	0	España		España	Europa	José		Martínez Monroy	M	86439	1837	1861	False	False	0	0	2	Jose Martinez Monroy, 1837 1861	1	exact	high
Martínez Villergas, Juan	161n	19	1817	1894	España. 1817 - 1894 Hallado en Internet. Poeta.	1	1	1	0	España		España	Europa	Juan		Martínez Villergas	M	13985017	1817	1894	False	False	0	0	9	Juan Martinez Villergas, 1817 1894		exact	high
Mas y Prat, Benito	320n	19	1846	1892	Ecija (Sevilla). 1846 - 1892 Poeta, novelista y autor dramático.	1	1	1	0	Ecija (Sevilla)		España	Europa	Benito		Mas y Prat	M	87478656	1846	1892	False	False	0	0	5	Benito Mas y Prat, 1846 1892		exact	high
Matta, Guillermo	510n	19	1829	1857	Copiapó (Chile). 1829 - Santiago de Chile. 1899 Poeta romántico chileno. Exiliado a España en 1857. Al regresar a Chile ocupó puestos políticos.	1	1	1	0	Copiapó (Chile)	Santiago de Chile	Chile	América	Guillermo		Matta	M	9767860	1829	1899	False	False	0	42	9	Guillermo Matta, 1829 1899		exact	high
Mendive, Rafael María de	310n	19	1821	1886	La Habana (Cuba). 1821 - 1886 Poeta y político. Expulsado por conspirar contra España. Volvió a su país tras el exilio. Fundador de la revista El Artista en 1948.	1	1	1	0	La Habana (Cuba)		Cuba	América	Rafael María	de	Mendive	M	58453005	1821	1886	False	False	0	0	6	Rafael Maria Mendive 1821 1886		exact	high
Milanés, José Jacinto	275n	19	1814	1863	Matanzas (Cuba). 1814 - 1863 Poeta y autor teatral.	1	1	1	0	Matanzas (Cuba)		Cuba	América	José Jacinto		Milanés	M	58019848	1814	1863	False	False	0	0	5	Jose Jacinto Milanes, 1814 1863		exact	high
Molina, Luisa	588n	19	1821	1887	Matanzas (Cuba). 1821 - Sabanilla del Encomendador (Cuba). 1887 Poeta.	1	1	1	0	Matanzas (Cuba)	Sabanilla del Encomendador (Cuba)	Cuba	América	Luisa		Molina	F	172220006	1821	1887	False	False	0	0	2	Luisa Molina, 1821 1887		exact	high
Monte, Domingo del	425n	19	1804	1853	Maracaibo (Cuba). 1804 - Madrid. 1853 Estudió Leyes en la Universidad de La Habana.	1	1	1	0	Maracaibo (Cuba)	Madrid	Cuba	América	Domingo	del	Monte	M	2713265	1804	1853	False	False	0	0	9	Domingo Del Monte, 1804 1853		exact	high
Nápoles Fajardo, Juan Cristóbal	505n	19	1829	1862	Las Tunas (Cuba). 1829 - 1862 Llamado el «El Cucalambé» Sus versos circulaban clandestinamente entre los campesinos y juglares de Cuba. Poeta independentista.	1	1	1	0	Las Tunas (Cuba)		Cuba	América	Juan Cristóbal		Nápoles Fajardo	M	2479598	1829	1861	False	True	0	1	4	Juan Cristobal Napoles Fajardo, 1829 1861?		exact	high
Pardo y Aliaga, Felipe	393n	19	1806	1868	Lima (Perú). 1806 - 1868 Escritor peruano, viajó a España y tuvo amistad con Lista, Espronceda y Ventura de la Vega. Ministro de Relaciones Exteriores de su país.	1	1	1	0	Lima (Perú)		Perú	América	Felipe		Pardo y Aliaga	M	49352722	1806	1868	False	False	0	0	5	Felipe Pardo y Aliaga, 1806 1868		exact	high
Pastor Díaz, Nicomedes	397n	19	1811	1863	Vivero (Lugo). 1811 - Madrid. 1863 Escritor y poeta. Colaboró con Ros de Olano y Espronceda. Secretario del Gobierno Civil de Santander. Gobernador de Segovia. Poeta hallado en Internet.	1	1	1	0	Vivero (Lugo)	Madrid	España	Europa	Nicomedes		Pastor Díaz	M	22453734	1811	1863	False	False	0	0	4	Nicomedes Pastor Diaz, 1811 1863		exact	high
Pesado, José Joaquín	634n	19	1801	1861	México. 1801 - 1861 Llegó a ser Ministro del Interior y Relaciones Exteriores. Periodista y catedrático.	1	1	1	0	México		México	América	José Joaquín		Pesado	M	63665754	1801	1861	False	False	0	0	3	Jose Joaquin Pesado 1801 1861		exact	high
Plaza, Antonio	624n	19	1833	1882	Guanajuato (México). 1833 - 1882 Poeta hallado en Internet.	1	1	1	0	Guanajuato (México)		México	América	Antonio		Plaza	M	26211953	1833	1882	False	False	0	0	10	Antonio Plaza, 1833 1882		exact	high
Quental, Anthero de	426n	19	1842	1891	Ponta Delgada (Portugal). 1842-1891 Poeta romántico portugués. Estudió Derecho. Tras una juventud revolucionaria, vive en París, y al caer gravemente enfermo, una depresión le lleva al suicidio.	1	1	1	0	Ponta Delgada (Portugal)		Portugal	Europa	Anthero	de	Quental	M	100254861	1842	1891	False	False	0	0	2	Anthero Quental, 1842 1891		exact	high
Ramírez, Ignacio	559n	19	1818	1879	México. 1818 - 1879	1	1	1	0	México		México	América	Ignacio		Ramírez	M	27110128	1818	1879	False	False	0	0	9	Ignacio Ramirez, 1818 1879		exact	high
Ríos y Serrano, Demetrio de los	615n	19	1827	1892	Baena (Córdoba). 1827- 1892 Poeta y Arquitecto. Hermano de José Amador de los Ríos. Como arquitecto de Sevilla a él se deben parte de las excavaciones de la Itálica.	1	1	1	0	Baena (Córdoba)		España	Europa	Demetrio de los		Ríos y Serrano	M	76379385	1827	1892	False	False	0	0	2	Demetrio Los Rios y Serrano, 1827 1892		exact	high
Ríos, Amador de los	046n	19	1818	1872	Córdoba. 1818 - 1872 Poeta y escritor.	1	1	1	0	Córdoba		España	Europa	Amador de los		Ríos	M	2539806	1818	1878	False	False	0	6	6	Amador los Rios, Jose, 1818 1878	1	exact	high
Ruiz Aguilera, Ventura	357n	19	1820	1881	Salamanca. 1820 - Madrid. 1881 Escritor, periodista y poeta. Director del Museo Arqueológico Nacional.	1	1	1	0	Salamanca	Madrid	España	Europa	Ventura		Ruiz Aguilera	M	13513737	1820	1881	False	False	0	0	7	Ventura Ruiz Aguilera, 1820 1881		exact	high
Sáez de Melgar, Faustina	313n	19	1834	1895	Villamanrique de Tajo (Madrid). 1834 - Madrid. 1895 Escritora y poeta.	1	1	1	0	Villamanrique de Tajo (Madrid)	Madrid	España	Europa	Faustina		Sáez de Melgar	F	25960596	1834	1895	False	False	0	0	6	Faustina Saez Melgar, 1834 1895		exact	high
Sanfuentes, Salvador	410n	19	1817	1860	Santiago de Chile. 1817 - 1860 Poeta, político, decano de la Facultad de Filosofía y Humanidades.	1	1	1	0	Santiago de Chile		Chile	América	Salvador		Sanfuentes	M	90669279	1817	1860	False	False	0	0	9	Salvador Sanfuentes 1817 1860		exact	high
Sansón, José Plácido	575n	19	1815	0	España. 1815 Poeta hallado en Internet.	1	1	1	0	España		España	Europa	José Plácido		Sansón	M	87184495	1815	1875	False	False	0	1975	5	Jose Placido Sanson 1815 1875		exact	high
Selgas y Carrasco, José	412n	19	1822	1882	Lorca (Murcia). 1822 - Madrid. 1882 Escritor. Miembro de la Real Academia Española.	1	1	1	0	Lorca (Murcia)	Madrid	España	Europa	José		Selgas y Carrasco	M	74118486	1822	1882	False	False	0	0	2	Jose Selgas y Carrasco, 1822 1882		exact	high
Sierra Valenzuela, Enrique	171n	19	1845	1880	España. 1845 - 1880 Poeta.	1	1	1	0	España		España	Europa	Enrique		Sierra Valenzuela	M	23788176	1845	1880	False	False	0	0	2	Enrique Sierra Valenzuela, 1845 1880		exact	high
Silva, José Asunción	409n	19	1865	1896	Colombia. 1865 - 1896 Considerado como uno de los modernistas de su país, puso fin a su vida prematuramente.	1	1	1	0	Colombia		Colombia	América	José Asunción		Silva	M	39409953	1865	1896	False	False	0	0	1	Jose Asuncion Silva, 1865 1896		exact	high
Soffia, José A.	016n	19	1843	1886	Chile. 1843 - 1886	1	1	1	0	Chile		Chile	América	José A.		Soffia	M	42635393	1843	1886	False	False	0	0	1	Jose A. Soffia 1843 1886	1	exact	high
Teurbe Tolón y de la Guardia, Miguel	166n	19	1820	1857	Matanzas. Cuba. 1820 - 1857 Poeta hallado en Internet.	1	1	1	0	Matanzas		Cuba	América	Miguel		Teurbe Tolón y de la Guardia	M	19550365	1820	1857	False	False	0	0	1	Miguel Teurbe Tolon y la Guardia, 1820 1857		exact	high
Trueba, Antonio de	118n	19	1819	1889	Montellano (Vizcaya). 1819 - Bilbao. 1889 Escritor y poeta.	1	1	1	0	Montellano (Vizcaya)	Bilbao	España	Europa	Antonio	de	Trueba	M	49262533	1819	1889	False	False	0	0	5	Antonio Trueba, 1819 1889		exact	high
Ugarte Barrientos, Josefa	060n	19	1854	1891	Málaga. 1854 - 1891 Condesa de Parcent. Poeta premiada en varios certámenes literarios. A los 15 años ya escribía.	1	1	1	0	Málaga		España	Europa	Josefa		Ugarte Barrientos	F	41435930	1854	1891	False	False	0	0	9	Josefa Ugarte Barrientos, 1854 1891	1	exact	high
Vargas Tejada, Luis	374n	19	1802	1829	Bogotá (Colombia). 1802 - 1829 Se suicido ahogándose. Poeta hallado en Internet.	1	1	1	0	Bogotá (Colombia)		Colombia	América	Luis		Vargas Tejada	M	48445514	1802	1829	False	False	0	0	4	Luis Vargas Tejada, 1802 1829		exact	high
Velarde, Fernando	024n	19	1823	1880	Hinojedo (Santander). 1823 - Londres. 1880 Poeta y escritor. Marchó a América a los catorce años. Se casó en Lima y al final murió en Inglaterra.	1	1	1	0	Hinojedo (Santander)	Londres	España	Europa	Fernando		Velarde	M	16149621	1823	1881	False	False	0	1	10	Fernando Velarde, 1823 1881	1	exact	high
Velarde, José	091n	19	1849	1892	Conil (Cádiz). 1849 - Madrid. 1892 Poeta y estudiante de Medicina.	1	1	1	0	Conil (Cádiz)	Madrid	España	Europa	José		Velarde	M	71707580	1849	1892	False	False	0	0	10	Jose Velarde, 1849 1892	1	exact	high
Vidaurreta, Antonio	622n	19	1832	1899	Cuba. 1832 - 1899	1	1	1	0	Cuba		Cuba	América	Antonio		Vidaurreta	M	13877270	1832	1899	False	False	0	0	1	Antonio Vidaurreta y Alvarez		contained	high
Zaldumbide Gangotena, Julio	605n	19	1833	1881	Quito (Ecuador). 1833 - 1881 Poeta hallado en Internet.	1	1	1	0	Quito (Ecuador)		Ecuador	América	Julio		Zaldumbide Gangotena	M	24660589	1833	1887	False	False	0	6	4	Julio Zaldumbide Gangotena, 1833 1887		exact	high
Zenea, Juan Clemente	662n	19	1832	1871	Cuba. 1832 - 1871 Revolucionario fusilado por sus compatriotas.	1	1	1	0	Cuba		Cuba	América	Juan Clemente		Zenea	M	89545637	1832	1871	False	False	0	0	9	Juan Clemente Zenea, 1832 1871		exact	high
Zorrilla, José	149n	19	1817	1893	Valladolid. 1817 - Madrid. 1893 Poeta y dramaturgo. Su drama más popular es sin duda Don Juan Tenorio.	1	1	1	0	Valladolid	Madrid	España	Europa	José		Zorrilla	M	31991713	1817	1893	False	False	0	0	2	Jose Zorrilla, 1817 1893		exact	high
Agustini, Delmira	321n	19.5	1886	1914	Montevideo (Uruguay). 1886 - 1914 Hermosa y apasionada, tuvo una vida trágica, ya que apenas casada pidió la separación, para más tarde encontrarse con el marido en una casa, como simples amantes y encontrar la muerte a manos de su esposo, quién a su vez se suicidó.	1	1	1	0	Montevideo (Uruguay)		Uruguay	América	Delmira		Agustini	F	72187462	1886	1914	False	False	0	0	4	Delmira Agustini, 1886 1914		exact	high
Alas, Leopoldo «Clarín»	522n	19.5	1852	1901	Zamora. 1852 - Oviedo. 1901 Catedrático de la Universidad de Oviedo. Poeta, narrador y novelista. Su novela La Regenta alcanzó gran fama.	1	1	1	0	Zamora	Oviedo	España	Europa	Leopoldo «Clarín»		Alas	M	17218138	1852	1901	False	False	0	0	2	Leopoldo Clarin Alas, 1852 1901		exact	high
Almendros Aguilar, Antonio	515n	19.5	1825	1904	Jodar (Jaén). 1825 - Jaén. 1904 Poeta, político y periodista.	1	1	1	0	Jodar (Jaén)	Jaén	España	Europa	Antonio		Almendros Aguilar	M	23496777	1825	1904	False	False	0	0	8	Antonio Almendros Aguilar, 1825 1904		exact	high
Amos de Escalante	269n	19.5	1831	1902	Santander. 1831 - 1902 Escritor y poeta. Usó el seudónimo de Juan García.	1	1	1	0	Santander		España	Europa	Amos de Escalante			M	32252535	1831	1902	False	False	0	0	8	Amos Escalante, 1831 1902		exact	high
Aramburu, Joaquín Nicolás	681n	19.5	1855	1923	Cuba. 1855 - La Habana. 1923	1	1	1	0	Cuba	La Habana	Cuba	América	Joaquín Nicolás		Aramburu	M	62148570749424312955	1855	1923	False	False	0	0	3	Joaquin Nicolas Aramburu, 1855 1923		exact	high
Asensio Mas, Ramón	640n	19.5	1878	1917	Crevillente (Alicante). 1878 - Madrid. 1917 Poeta, autor de zarzuelas y periodista.	1	1	1	0	Crevillente (Alicante)	Madrid	España	Europa	Ramón		Asensio Mas	M	72733457	1878	1917	False	False	0	0	8	Ramon Asensio Mas, 1878 1917		exact	high
