poem_id	author_id	author	incipit	title
244g_0510_07	244g	Quirós, Pedro de	Al campo de los dulces ruiseñores	Sonetos – - VII -
244g_0510_08	244g	Quirós, Pedro de	Hijo del Alba nace aquel que dora	Sonetos – Soneto
244n_0791	244n	Esteras y Palacios, Julio	Lo del soneto aquel de Violante,	Soneto a Lorenzo Albert3
245g_0511	245g	Hurtado de Mendoza, Lope	No ha muerto Lope, pues aun hoy respira	A la muerte de Lope de Vega
245n_0792	245n	Reyes, Arturo	Cuán triste yace el corazón, parece	Soneto
245n_0793	245n	Reyes, Arturo	Único bien que me atorgó la suerte	A Málaga
245n_0794	245n	Reyes, Arturo	Tienes razón, mujer, negarlo fuera	Soneto
245n_0795	245n	Reyes, Arturo	Celos tengo de todo, vida mía:	Celos
245n_0796	245n	Reyes, Arturo	He nacido ¡oh, mi Dios! cuando blanquea	Soneto
246g_0512	246g	Calderón Riaño, Pedro	Los campos de Madrid, Isidro santo,	A San Isidro
246g_0513	246g	Calderón Riaño, Pedro	La que ves en piedad, en llama, en vuelo	A los altares de San Francisco y San Ignacio
246n_0797	246n	Fernández, Cayetano	Deja beber tus lágrimas divinas,	Coloquio del Beato Diego José de Cádiz, con su crucifijo
246n_0798	246n	Fernández, Cayetano	¿Sabes dar al caballo la pujanza?	Soneto
246n_0799	246n	Fernández, Cayetano	Era hermosa mujer la Doña Juana,	La ventanera
247g_0514	247g	Silvestre, Gregorio	Con penas quiere amor que me contente	Con penas quiere amor...
247g_0515	247g	Silvestre, Gregorio	Habiendo sido ya más combatida	Soneto
247g_0516	247g	Silvestre, Gregorio	Si mi vida pudiese defenderse	Soneto
247g_0517	247g	Silvestre, Gregorio	¡Qué lejos está un necio de entenderse!	Soneto
247g_0518	247g	Silvestre, Gregorio	Decid los que tratáis de agricultura	Soneto
247g_0519	247g	Silvestre, Gregorio	Mortales: ¿habéis visto mayor cosa	Soneto
247g_0520	247g	Silvestre, Gregorio	¿Qué es esto, Dios de amor, que ya no vales?	Soneto
247g_0521	247g	Silvestre, Gregorio	Del oro fino son vuestros cabellos,	Soneto
247g_0522	247g	Silvestre, Gregorio	El alabastro blanco bien labrado	A doña Juana
247n_0800	247n	Aguilar Poveda, Luis	Elcino, el buen pastor, con la manada huraña	La canción de Elcino
247n_0801	247n	Aguilar Poveda, Luis	Lentamente, la hastiada marquesa envejecida	La Marquesa recuerda...
248g_0523	248g	Vega, Isabel de	¡Oh muerte! cuánta gloria has alcanzado	Soneto a la muerte del emperador Carlos V
248g_0524	248g	Vega, Isabel de	Divino ingenio, lengua casi muda,	Soneto al príncipe don Carlos de España, sobre este verso de David: (Omnia excelsa tua et fluctus tui super me transierunt.)
248n_0802	248n	Blasco, Eusebio	Caer, para sufrir el desengaño;	A Campo-Arana
248n_0803	248n	Blasco, Eusebio	Dame, Señor, paciencia en mis apuros;	Petición
249g_0525	249g	Prado, Mateo de	No se resiste vida de viviente,	A la muerte del doctor Juan Pérez de Montalbán
249n_0804	249n	Otero, Daniel	Fue una mañana azul, la linfa quieta	Fue una mañana azul...
250g_0526	250g	Contreras, Manuel de	Que avive un leve ardor la competencia,	Soneto
250n_0805	250n	Alonso, Manuel A.	Color moreno, frente despejada,	El puertorriqueño
251g_0527	251g	Fernández de Castro y Portugal, Pedro	Montaña inaccesible opuesta en vano	Soneto
251n_0806	251n	Fernández Shaw, Carlos	¿Veis esa moza delicada y pura,	Abril
251n_0807	251n	Fernández Shaw, Carlos	Bajo un sol, que sus rayos más ardientes envía,	La sierra al sol
251n_0808	251n	Fernández Shaw, Carlos	Padre del hombre, que en el Cielo estás,	...Padre nuestro
252g_0528	252g	Soto y Berrio, Fernando	Mueran ya los engaños de la vida,	A la muerte del doctor Juan Pérez de Montalbán
252n_0809	252n	Medina, Emilio	Yo soy el genio; de mi frente brota	El genio
253g_0529	253g	Zayas y Sotomayor, María de	Que muera yo, Liseo, por tus ojos,	Soneto
253g_0530	253g	Zayas y Sotomayor, María de	Amar el día, aborrecer el día,	Soneto
253g_0531	253g	Zayas y Sotomayor, María de	Si mi llanto a mi pluma no estorbara,	A la muerte de Lope de Vega
253n_0810	253n	Revilla, Manuel de la	Si de la nada vengo, y en la nada	Si de la nada vengo, y en la nada
254g_0532	254g	Fernández de Mesa, Blas	Cisne de Mantua, que canoro antes	A la muerte del doctor Juan Pérez de Montalbán
254g_0533	254g	Fernández de Mesa, Blas	No sella, si le buscas, caminante,	A la muerte de Lope de Vega
254n_0811	254n	Cidón, Antonio	Como apoyo a la humana consistencia	Los mudos elocuentes
254n_0812	254n	Cidón, Antonio	Alcázar de la fe, templo gigante,	El Pilar
254n_0813	254n	Cidón, Antonio	Al gran himno de amor que el orbe canta	Al santo doctor de Aquino
255g_0534	255g	Boyl, Carlos	El sol de Feria envuelto en Ferias vino	Soneto a la venida del ilustrísimo y excelentísimo señor Duque de Feria, virrey y capitán general en esta ciudad y reino de Valencia
255g_0535	255g	Boyl, Carlos	La Cesarina excelsa hermosa Luna	Al nacimiento del señor Marqués de Villalba, su hijo del señor Duque de Feria, y de mi señora doña Isabel de Córdoba, hija del Duque de César
255g_0536	255g	Boyl, Carlos	Lacedemonia se honra de Bulides,	A Lope de Vega cuyo nombre va en él cifrado
255g_0537	255g	Boyl, Carlos	Famoso nombre Córdoba la llana	A Francisco Cascales, cuyo nombre va en el cifrado
255n_0814	255n	Cataneo, Joaquín V.	Está listo el canal Ya los océanos	Nombre rutilante
256g_0538	256g	Villarroel y Coruña, Gaspar de	Dichoso en vida y muerte a quien destina	A la excelentísima historia del señor Juan de Castellanos
256n_0815	256n	Arnao, Nicolás	Mi saludo cordial, lector amigo,	Me dio la mano
256n_0816	256n	Arnao, Nicolás	Si bardo fuera yo de pro y de fuste,	De pro y de fuste
256n_0817	256n	Arnao, Nicolás	Adiós, mi viejo amigo compañero,	Año viejo o aguinaldos
256n_0818	256n	Arnao, Nicolás	Nítida flor que por la noche helada	A una flor
256n_0819	256n	Arnao, Nicolás	Sentado en el umbral el Tiempo espera	Año nuevo
256n_0820	256n	Arnao, Nicolás	Lauros eternos, clásicos autores,	A puro lomos
256n_0821	256n	Arnao, Nicolás	No profundizo místicas honduras	Mi sencillo sueño
256n_0822	256n	Arnao, Nicolás	Cualquier mostrenco aconsonanta y rima;	Musas dormilonas
256n_0823	256n	Arnao, Nicolás	No nacen al recuerdo mis memorias,	Holgazanista
256n_0824	256n	Arnao, Nicolás	Valiente lira, dulce compañera,	Besos del pensamiento
256n_0825	256n	Arnao, Nicolás	Soberbias rimas escribir quisiera,	Nuevos dones
256n_0826	256n	Arnao, Nicolás	Ya vienen a buscarme y yo no quiero	Coquetonas
256n_0827	256n	Arnao, Nicolás	Ya soy un pasajero de la vida	Do esta la voz
256n_0828	256n	Arnao, Nicolás	De Bayron y de Milton las coronas,	Certamen floral
256n_0829	256n	Arnao, Nicolás	Cuando a veces de insomnio me resiento,	La casa se alborota
256n_0830	256n	Arnao, Nicolás	Después de andar de burro en la espesura	Mis pestañas
256n_0831	256n	Arnao, Nicolás	Aunque en olvido involuntario a veces	Sin pensar en canas
256n_0832	256n	Arnao, Nicolás	¿Veis ese cuerpo de legisladores,	Telarañas
256n_0833	256n	Arnao, Nicolás	Con mis pobres ideas cuanto añejas	Derribar al diablo
256n_0834	256n	Arnao, Nicolás	Sólo por complacerte es que recito	A Julio
256n_0835	256n	Arnao, Nicolás	Si es mi estilo cansado o ya rumioso,	Sonrisa griega
256n_0836	256n	Arnao, Nicolás	Es, mi caro lector, arduo problema	Tiempos civilizados
256n_0837	256n	Arnao, Nicolás	Por esta voluntad que el cielo ha dado	Mi testamento
256n_0838_01	256n	Arnao, Nicolás	¿Para qué escribir más? No quiero fama,	Nota final – II
257g_0539	257g	Astete de Monroy, Juan	El grande, el raro, el solo, el peregrino	A la muerte de Lope de Vega
257n_0839	257n	Sánchez Pesquera, Miguel	Cuando la inspiración fecunda y crea,	Plus ultra
257n_0840	257n	Sánchez Pesquera, Miguel	Amor del sol, mi origen es divino;	La cigarra
257n_0841	257n	Sánchez Pesquera, Miguel	Ya estás allí, cual fúlgido diamante	La estrella de la tarde
258g_0540	258g	García, Sebastián	A todas gentes es cosa notoria	Soneto
258n_0842	258n	Gutiérrez Coll, Jacinto	Desnudo ostenta el hombro alabastrino,	Eros
259g_0541	259g	Ponce de León, Francisco	Pues vuestra santa fe la ciudad planta,	A los Reyes Católicos
259n_0843	259n	Esquijarosa, Milagros	Y tú serás juzgado, sí, algún día,	Talión
259n_0844	259n	Esquijarosa, Milagros	Y tú, infame, tendrás el merecido	¡Culpable...!
259n_0845	259n	Esquijarosa, Milagros	Copia el hombre celajes purpurinos,	Soneto
260n_0846	260n	López, René	¡Oh! tardes otoñales color de la violeta,	Las tribulaciones
260n_0847	260n	López, René	Nariz gascona de afilada punta,	Retrato
260n_0848	260n	López, René	Yo saludo al poeta de las «Prosas profanas »,	Homenaje lírico a Rubén Darío
261g_0542	261g	Valle de Velasco, Juan	Muda, mueve, abre el cuerpo el pie, la pluma	A Joseph de Villaviciosa
261g_0543	261g	Valle de Velasco, Juan	Quien duda que sacase el Tracio Orfeo	Al mismo tema
261n_0849	261n	Rodríguez Díaz, José	No gastes, niña, tu sonrisa loca,	A Eros...
262g_0544	262g	Aragón y Mendoza, Jacinto	Segundo Fénix que dejó engendrado	Al doctor Juan Pérez de Montalbán
262n_0850	262n	Jalón, Heliodoro María	De la gente de Iglesia busca el trato	El cofrade
262n_0851	262n	Jalón, Heliodoro María	Allí está, en un rincón de la capilla;	En el templo
263g_0545	263g	Urnieta y Aguirre, Lorenzo de	No se permite al ignorar violento	A los envidiosos del doctor Juan Pérez Montalbán
263g_0546	263g	Urnieta y Aguirre, Lorenzo de	Niegue culto licor la docta fuente	Al mismo tema
263n_0852	263n	Querolt, Vicente Wenceslao	Del norte huyendo las glaciales brumas,	Golondrina de otoño
263n_0853_01	263n	Querolt, Vicente Wenceslao	Ya del oscuro Citerón las cumbres	La fiesta de Venus – I
263n_0853_02	263n	Querolt, Vicente Wenceslao	Sunium extiende la azulada sombra	La fiesta de Venus – II
263n_0853_03	263n	Querolt, Vicente Wenceslao	Bajo del ancho pórtico, en las gradas	La fiesta de Venus – III
263n_0853_04	263n	Querolt, Vicente Wenceslao	Callados miran, de la clara tarde	La fiesta de Venus – IV
263n_0853_05	263n	Querolt, Vicente Wenceslao	Largos trirremes de encorvadas proras	La fiesta de Venus – V
264g_0547	264g	Oviedo, Bernardo de	Mil días ha, Joseph, que por loaros	A Joseph de Villaviciosa
264n_0854	264n	González Guerrero, Francisco	Dejo mi alma dormida Yo voy a la Aventura	Voy a encontrar la vida...
265g_0548	265g	Salas, José de	Hable a los siglos Córdoba elocuente,	De El libro de claustros del año 1621
265n_0855	265n	Peralta y Valdivia, Joaquín	Habló el Señor, y el tenebroso Oriente	La pintura
266g_0549	266g	Figuera, Gaspar de la	Por ser tan fea, a ser discreta vino	A una beata de la circunstancia del soneto
266n_0856	266n	Sanchís Sivera, José	Huyó la dicha y sucediole el llanto	Soneto
266n_0857	266n	Sanchís Sivera, José	¡Gloria A tu ingenio, vate sacrosanto	A la memoria de don Pedro Calderón de la Barca
266n_0858	266n	Sanchís Sivera, José	Madre amorosa, celestial consuelo,	A Nuestra Señora de los Desamparados
266n_0859	266n	Sanchís Sivera, José	¡Oh Virgen pura! el alma se enajena,	A María Santísima
266n_0860	266n	Sanchís Sivera, José	Te quise bella mía: Aprisionaste	Soneto
266n_0861	266n	Sanchís Sivera, José	Santo adalid de Dios con nuevo cielo	Con motivo de la primera misa de don Constantino P
266n_0862	266n	Sanchís Sivera, José	¿Qué bello es contemplar en la enramada,	Soneto
266n_0863	266n	Sanchís Sivera, José	El cielo se encapota de negros nubarrones,	La tempestad
267g_0550	267g	Villegas, Antonio de	¡Oh, quién tuviese un corazón de acero	Soneto
267n_0864	267n	Plácido	Basta de amor, si un tiempo te quería,	A una ingrata
267n_0865	267n	Plácido	Densa nube que arroja escarcha fría,	Soneto
268g_0551	268g	Faria Correa, Francisco	Murió el Fénix de España, y cuando llega	A la muerte de Lope de Vega
268g_0552	268g	Faria Correa, Francisco	Naufraga, y con recelo de irse a pique	A Francisco Cascales
268n_0866	268n	Araceli, Gabriel	Harto tiempo he callado, más no puedo	Soneto
269g_0553	269g	Pozo, Andrés del	Desató de las ínclitas arenas	En alabanza a la traducción por Juan de Jáuregui de la Aminta de Tasso en 1607 en Roma
269n_0867	269n	Amos de Escalante	La ponderosa torre fulminada	La casona
269n_0868	269n	Amos de Escalante	Roto, descalzo, dócil a la suerte,	Nuestro soldado
269n_0869	269n	Amos de Escalante	Cuando en silencio duerme el bosque umbrío	A Elena
269n_0870	269n	Amos de Escalante	Medir mi pobre espíritu no sabe	Soneto
269n_0871	269n	Amos de Escalante	Con ruda saña el padecer se encona	Soneto
269n_0872	269n	Amos de Escalante	Tú velas en la Cruz, donde clavado	Al Cristo de mi cabecera
269n_0873	269n	Amos de Escalante	En tus quebrados senos, oh Cercena,	En Monte Carceña
269n_0874	269n	Amos de Escalante	Rústico altar que a un Dios desconocido	Un dolmen
269n_0875	269n	Amos de Escalante	«Vense mis hojas tristes, y apagado	El olivo
269n_0876	269n	Amos de Escalante	Súbito estalla el fiero galernazo,	En San Pedro del Mar
270g_0554	270g	Gutiérrez, Doctor	Ecos, a su clarín el más sonoro	Mirando el túmulo del doctor don Juan Pérez de Montalbán
270n_0877	270n	Lahouet, Félix R.	Siempre te aborreció la tiranía	La revolución
270n_0878	270n	Lahouet, Félix R.	Reina en mi patria el despotismo impío	Al partir para Cuba en la expedición del Bermuda
271g_0555	271g	Castro, Guillén de	O Religiosa admiración, o pura	A la victoria
271n_0879_01	271n	Terre, Leonardo G.	Por la amplia avenida que sombrea	Tríptico a lo imposible – Visión crepuscular
271n_0879_02	271n	Terre, Leonardo G.	Cabe el amplio terreno sin cultivo,	Tríptico a lo imposible – En el «Parque japonés»
271n_0879_03	271n	Terre, Leonardo G.	¿Qué encanto tienes en los labios rojos,	Tríptico a lo imposible – A «La imposible»
272g_0556	272g	Meléndez de Azellana, Pedro	Cubra De glorias esta Pira breve	En el sepulcro del doctor Juan Pérez de Montalbán
272n_0880	272n	Alpanseque Blanco, A.	Odio en el pecho y en la mano tea,	La revolución
273g_0557	273g	Cueva y Silva, Leonor de la	Basta, Amor, el rigor con que me has muerto;	¿De qué sirve querer un imposible?
273g_0558	273g	Cueva y Silva, Leonor de la	Ya ha salido el invierno: ¡albricias, flores,	Soneto
273g_0559	273g	Cueva y Silva, Leonor de la	Ni sé si muero ni si tengo vida,	Soneto
273g_0560	273g	Cueva y Silva, Leonor de la	Ausente estoy de tus divinos ojos;	Soneto a Floris
273g_0561	273g	Cueva y Silva, Leonor de la	Siempre guerra me dais, terribles celos;	A los celos
273g_0562	273g	Cueva y Silva, Leonor de la	Sin esperanza en su tormenta esquiva	Introduce un pretendiente, desesperado de salir co
273g_0563	273g	Cueva y Silva, Leonor de la	Puse los ojos ¡ay! que no debiera,	Introduce a una dama que se aficionó a un galán...
273g_0564	273g	Cueva y Silva, Leonor de la	Este grandioso túmulo erigido,	Soneto a la muerte de doña Isabel de Borbón
273n_0881	273n	Mallara, Juan de	Febo la clara España contemplando	A la invención del reloj español
273n_0882	273n	Mallara, Juan de	Un hombre enfermo de ojos se dolía,	El médico y el ciego
273n_0883	273n	Mallara, Juan de	¿De dónde te ha venido tal locura,	Diálogo entre el autor y un celoso
274g_0565	274g	Barrionuevo y Carrión, Clara de	Deje el mar inquieto el navegante,	En nombre de España a la majestad de la Reina
274n_0884	274n	Michelena Fortoul, Rafael	Grabar quisiera en bronce duradero	A Margarita Xirgú
275g_0566	275g	Barreto Bogado, Juan	¿Quién eres? que al aspecto horrible aplicas	A la muerte del gran Montalbán
275g_0567	275g	Barreto Bogado, Juan	Esta luz que celeste comunica	En la muerte del doctor Juan Pérez de Montalbán, gran poeta de España
275g_0568	275g	Barreto Bogado, Juan	Suspende el paso, no sin pena, y llanto	Al sepulcro de don Juan Pérez de Montalbán
275n_0885	275n	Milanés, José Jacinto	Cuando al salir el mundo de la nada	El amor
275n_0886	275n	Milanés, José Jacinto	¡Qué montaña, qué prado, o qué ribera	En los días de A. F.
275n_0887	275n	Milanés, José Jacinto	¡Oh amada y dulce Cuba! a quien inunda	A las ninfas cubanas
275n_0888	275n	Milanés, José Jacinto	Bien pronto ¡ay Dios! la muerte asoladora	Mi destrucción
275n_0889	275n	Milanés, José Jacinto	Bella es la edad, cuando el amor convida	Amar y morir
275n_0890	275n	Milanés, José Jacinto	¿Es girar tu destino, como gira	A una pordiosera
275n_0891	275n	Milanés, José Jacinto	Cuando la mano del benigno sueño	La ilusión
275n_0892	275n	Milanés, José Jacinto	Cuando despunta en el dormido cielo	Esperanza
275n_0893	275n	Milanés, José Jacinto	No es bello Abril porque la tierra enflora,	Abril y amor
275n_0894	275n	Milanés, José Jacinto	Benigno alumbra el sol: suelto ya el río:	Invierno en Cuba
275n_0895	275n	Milanés, José Jacinto	¡Oh, que bello es el mar cuando en Oriente	El mar
275n_0896	275n	Milanés, José Jacinto	¿Piensas en mi rival, Aloide mía?	El indio enamorado
276g_0569	276g	Ramírez de Arellano, Luis	Moriste, o gran Varón, sin que la suerte	En la muerte de su amigo don Juan Pérez de Montalbán
276g_0570	276g	Ramírez de Arellano, Luis	Vive inmortal milagro peregrino,	A la muerte de Lope de Vega
276n_0897	276n	Laverde Ruiz, Gumersindo	Cuando gimiendo por el sol que espira,	Soneto
277n_0898	277n	Nervo, Amado	Tu brazo en el pesar me precipita,	A Némesis
277n_0899	277n	Nervo, Amado	Ignoro qué corriente de ascetismo,	A Felipe II
277n_0900	277n	Nervo, Amado	Yo soñé con un beso, con un beso postrero	El beso fantasma
277n_0901	277n	Nervo, Amado	No temas Cristo rey, si descarriado	Resuelve tornar la padre
277n_0902	277n	Nervo, Amado	Tornaré como el pródigo doliente	Como se congratulan del retorno
277n_0903	277n	Nervo, Amado	¡Oh, sí! Yo tornaré; tu amor estruja	Pondera lo intenso de la futura vida interior
277n_0904	277n	Nervo, Amado	Padre viejo y triste, rey de las divinas canciones:	A la Católica Majestad de Paul Verlaine
277n_0905	277n	Nervo, Amado	Flamean corruscantes las chaquetillas,	Abanico
277n_0906	277n	Nervo, Amado	Por ti, por ti clamaba, cuando surgiste,	Andrógino
277n_0907	277n	Nervo, Amado	Con tres genuflexiones los teuctlis abordaron	Ayer
277n_0908	277n	Nervo, Amado	Anahuac: estadio fuiste de contiendas y pasiones,	Hoy
277n_0909	277n	Nervo, Amado	En el tronco de sepia de una encina	El viejo sátiro
277n_0910	277n	Nervo, Amado	El violonchelo sufre más que el violín; la viola	El violencello
277n_0911	277n	Nervo, Amado	Cayó la tarde, y el taimado anhelo	Exhalación
277n_0912	277n	Nervo, Amado	Si Tú me dices: «¡Ven!», lo dejo todo	Si Tú me dices: «¡Ven!»
277n_0913	277n	Nervo, Amado	Cuando viene a misar el padre cura	Manchón
277n_0915	277n	Nervo, Amado	Tu gloria llena todos los confines	A José María de Heredia
277n_0916	277n	Nervo, Amado	En las ondas del verde caimanero,	Las sirenas
277n_0917	277n	Nervo, Amado	¿Adónde fuiste, Amor; adónde fuiste?	El celaje
278g_0571	278g	Gil Polo, Gaspar	Probaron en el campo su destreza	Soneto
278g_0572	278g	Gil Polo, Gaspar	No puede darme Amor mayor tormento,	No puede darme amor...
278g_0573	278g	Gil Polo, Gaspar	Quien libre está no viva descuidado,	Quien libre está...
278g_0574	278g	Gil Polo, Gaspar	No es Amor ciego, mas yo lo soy que guío	No es amor ciego
278g_0575	278g	Gil Polo, Gaspar	Cuando la brava ausencia un alma hiere,	Soneto
278g_0576	278g	Gil Polo, Gaspar	Arenoso, desierto, y seco prado,	Soneto
278n_0918	278n	Palma, Ricardo	Vi elevarse un altar a la virtud	Soneto
279g_0577	279g	Avellaneda, Francisco de	Vino Benito en cierne de marido	Soneto
279n_0919	279n	Díaz Silveira, Francisco	La virgen que los ojos soñadores	Mi pálida
279n_0920	279n	Díaz Silveira, Francisco	Soplan vientos de próxima tormenta;	Prevención
280g_0578	280g	Manuel, Francisco	No es tiranía, Fabio, esa que emprende	A un sujeto maltratado de un ministro
280g_0579	280g	Manuel, Francisco	Fabio, si tú has topado un nuevo mundo,	Semejanza de los tiempos
280n_0921	280n	Espronceda, José de	Ya tenemos la junta convocada	Dido y Eneas
280n_0922	280n	Espronceda, José de	Marchitas ya las juveniles flores,	A... dedicándole estas poesías
280n_0923	280n	Espronceda, José de	Hélos allí: junto a la mar bravía	A la muerte de Torrijos y sus compañeros
280n_0924	280n	Espronceda, José de	Canta en la noche, canta en la mañana,	A un ruiseñor
280n_0925	280n	Espronceda, José de	Astro de libertad brilla en el cielo	A Guardia
280n_0926	280n	Espronceda, José de	En lúgubre silencio sepultados	A la noche
280n_0927	280n	Espronceda, José de	Fresca, lozana, pura y olorosa	A la rosa
280n_0928	280n	Espronceda, José de	Llora, llora, infeliz: tu amargo duelo	Soneto
280n_0929	280n	Espronceda, José de	Bajas de la cascada, undosa fuente,	Soneto
280n_0930	280n	Espronceda, José de	Vuela, gentil mariposilla; ondea	A una mariposa
281g_0580	281g	Gudiel, Tomás	Hija del rubio Sol; de un bosque hija,	Soneto
281n_0931	281n	Fuente, Adolfo de la	Son su forma y color del pensil gala,	La rosa
282g_0581	282g	Dávila y Vera, Pedro	No porque nace el Sol, muera la Aurora,	Soneto
282n_0932	282n	Gazul, Arturo	Aun recuerdo tu cráneo destrozado	A un suicida
283g_0582	283g	Martín del Barrio, juan	Diestro Pintor, que en música suave,	A la vividora fama y doctas cenizas del doctor Jua
283n_0933	283n	Campo Moreno, José	Tómese una palabra, ejemplo, vasco,	Receta para hacer sonetos
284g_0583	284g	Vena, Miguel de la	Mueres Héroe Glorioso en pobre lecho,	Soneto
284n_0934	284n	Blanco Belmonte, Marcos R.	El que reina en católicos altares	Dios
285g_0584	285g	Barbosa Bacelar, Antonio	Mientras Sirena en piélagos de llanto	A la muerte de Lope de Vega
285n_0935	285n	Fernández Neda, Rafael María	Gozo tanto en mirarte, que me olvido	A Carmen
286g_0585	286g	García de Porras	Si no sabéis, señora de Cetina,	Don Francisco de Quevedo
286n_0936	286n	Valdés de la Paz, Osvaldo	El poeta está enfermo de tristeza	El poeta
286n_0937	286n	Valdés de la Paz, Osvaldo	La vida es el jardín de los dolores	Pesimismo
287g_0586	287g	Sánchez, Gonzalo	Diosa Phebea, que tu rayo puro	Soneto
287n_0938	287n	Saras Aloma, Mariblanca	A media noche cuando cese el ruido	Cuando todo repose
288g_0587	288g	Polo de Medina, Jacinto	Aquesta ya de Alcides osadía;	El álamo
288g_0588	288g	Polo de Medina, Jacinto	Tan hecho tengo el gusto a lo que siento	Soneto
288g_0589	288g	Polo de Medina, Jacinto	Levanta el manto de la noche fría	Soneto a una dama que se embozaba siempre que veía a su amante
288g_0590	288g	Polo de Medina, Jacinto	Prisionero infeliz, donde no expira	Soneto a un amante preso
288g_0591	288g	Polo de Medina, Jacinto	No pises, no, respete el pie la nieve	Al sepulcro del Ilustrísimo Cardenal de Trejo, obispo de Málaga y presidente de Castilla
288g_0592	288g	Polo de Medina, Jacinto	Esta que guarda cándida ceniza,	Soneto
288g_0593	288g	Polo de Medina, Jacinto	Borrar supiste -oh Clori, oh rosa pura-	Hablando con una niña que por su elección se entró religiosa
288g_0594	288g	Polo de Medina, Jacinto	¿No escuchas Con tu ingenio aquella fría	No imites a tu amigo Lauro cuya rebeldía mereció este soneto
288g_0595	288g	Polo de Medina, Jacinto	Es verdad, yo te vi ciprés frondoso	Contra un ciprés que lo abrasó un rayo
288g_0596	288g	Polo de Medina, Jacinto	Del mal que lo amenaza al venturoso	Soneto
288g_0597	288g	Polo de Medina, Jacinto	Si en verde oriente, ya luz encarnada	A una rosa antes de abrir
288g_0598	288g	Polo de Medina, Jacinto	¿No eras tú la que quiso a la mañana	No ocasiones a que te digan lo que este soneto a u
288g_0599	288g	Polo de Medina, Jacinto	Todo un reloj ocupa se destreza	A una hermosura que murió de repente teniendo un reloj en las manos
288g_0600	288g	Polo de Medina, Jacinto	Avecilla infeliz que tantas flores	A una mariposa que se ahogó en un vidrio de agua
288g_0601	288g	Polo de Medina, Jacinto	Esa rizada púrpura olorosa,	A una rosa maltratada de un gusano
288g_0602	288g	Polo de Medina, Jacinto	Ese volante que continuo expía	A una hermosura que murió de repente con un reloj en la mano
288g_0603	288g	Polo de Medina, Jacinto	Canta tu dulce, y sonorosa lira,	Soneto
288g_0604	288g	Polo de Medina, Jacinto	Veloz, si triste, rompe el aire vago,	Soneto
288g_0605	288g	Polo de Medina, Jacinto	Repara cuerdo, si curiosos admiras	Soneto
288g_0606	288g	Polo de Medina, Jacinto	Galán cenit a la deidad undosa,	Soneto
288n_0939	288n	Pagaza, Joaquín Arcadio	Tiende la tarde el silencioso manto	La oración de la tarde
288n_0940	288n	Pagaza, Joaquín Arcadio	Lento desciende el sol y se reclina	Crepúsculo
288n_0941	288n	Pagaza, Joaquín Arcadio	Parece mediodía ¡Tanto alumbra	En la noche
288n_0942	288n	Pagaza, Joaquín Arcadio	Asoma, Filis, soñoliento el día	Al amanecer
288n_0943	288n	Pagaza, Joaquín Arcadio	De Jonatás, su amigo y su delicia,	El mandato
288n_0944	288n	Pagaza, Joaquín Arcadio	Lleno de amor, negado a las querellas	La institución
288n_0945	288n	Pagaza, Joaquín Arcadio	Espejo de lealtad, flor admirable,	A un girasol
288n_0946	288n	Pagaza, Joaquín Arcadio	Dejó en Tesalia un cazador garrido,	De Murmurios de la selva
288n_0947	288n	Pagaza, Joaquín Arcadio	Bestia cruel, Satán: ¿en un bocado?	Jueves Santo
288n_0948	288n	Pagaza, Joaquín Arcadio	Dicen que el Tracio fue tan inspirado	En la Parasceve
288n_0949	288n	Pagaza, Joaquín Arcadio	¡Salve, deidad agreste, claro río,	El río
288n_0950	288n	Pagaza, Joaquín Arcadio	Escucho aún tu plácida quejumbre,	El Papaloapan
288n_0951	288n	Pagaza, Joaquín Arcadio	De un monte el dorso ríspido y serrado	La peña majestuosa
288n_0952	288n	Pagaza, Joaquín Arcadio	Luchan el cierzo y austro; leve bruma	El invierno en Jalapa
289g_0607	289g	Cuéllar, Diego de	En el alcázar del divino Oriente	Soneto
289n_0953	289n	Vila, Juan Lorenzo Jesús	Idólatra en su amor, rendido y ciego,	El perdón
289n_0954	289n	Vila, Juan Lorenzo Jesús	¿Ves en la noche estrepitoso viento	A la noche tempestuosa
289n_0955	289n	Vila, Juan Lorenzo Jesús	Ya el sol vibraba sobre el claro Oriente	A don Juan Noriega
290g_0608	290g	Ostabat, Josehf de	Las que de Febo Musas constituyen	A la muerte del doctor Juan Pérez de Montalbán
290n_0956	290n	López Velarde, Ramón	En los claros domingos de mi pueblo, es costumbre	Domingo de provincia
290n_0957	290n	López Velarde, Ramón	Se distraen las penas en los cuartos de hoteles	Noches de hotel
290n_0958	290n	López Velarde, Ramón	Éstos, amada, son sitios vulgares	A una ausente seráfica
290n_0959	290n	López Velarde, Ramón	Al decir que las penas son fugaces	En un jardín
290n_0960	290n	López Velarde, Ramón	Esta novia del alma con quien soñé un día	Ella
290n_0961	290n	López Velarde, Ramón	Tú, Fuensanta, me libras de los brazos del mal;	Alejandrinos eclesiásticos
290n_0962	290n	López Velarde, Ramón	Tú que prendiste ayer los aurorales	A la traición de una hermosa
290n_0963	290n	López Velarde, Ramón	Doy a los cuatro vientos los loores	Para tus dedos ágiles y finos
290n_0964	290n	López Velarde, Ramón	Noble señora de provincia: unidos	Mientras muere la tarde
290n_0965	290n	López Velarde, Ramón	Ingenuas provincianas: cuando mi vida se halle	Del pueblo natal
