poem_id	author_id	author	incipit	title
151n_0448	151n	Ortiz, Carlos	De la cuan hacia el báculo, un instante,	«Fugit irreparabile tempus»
151n_0449	151n	Ortiz, Carlos	Como ilustre consigna incitadora	Anhelo
151n_0450	151n	Ortiz, Carlos	Con el ruego que dura lo que el día	La mariposa y el árbol
151n_0451	151n	Ortiz, Carlos	Soy un nómada nicho derruido	Baldomero Fernández Moreno
151n_0452	151n	Ortiz, Carlos	Es el llanto tenaz que me conjura	Llanto por una muerte
151n_0453	151n	Ortiz, Carlos	Una trémula sombra reverbera,	La vela
151n_0454	151n	Ortiz, Carlos	Alumbra con la gracia de su vida	Filántropo anónimo
151n_0455	151n	Ortiz, Carlos	De la entera negrura hasta la albura	Extremista
151n_0456	151n	Ortiz, Carlos	Apartidas, el viento y aguacero,	Apátridas
151n_0457	151n	Ortiz, Carlos	Mas se vuelve la meta reacia, esquiva,	Esfuerzo a la deriva
151n_0458	151n	Ortiz, Carlos	Si en la tela expectante de la vida	Tristeza
152g_0296	152g	Cabello, Alonso	Memoria viva de la causa muerta	Soneto
152n_0459	152n	Castellanos Abreu, Manuel	Mal haya ¡oh, Cuba! la tremenda hora	Lasciate ogni speranza
152n_0460	152n	Castellanos Abreu, Manuel	Si por ver a la patria redimida	Al ejército libertador
153g_0297	153g	Ponce, Manuel	Una Aurora esplendor de siete Auroras,	Soneto
154g_0298	154g	Pérez Ángel, Luis	Dos Apolos, dos Delios soberanos	Soneto en el libro Parnaso de Dirgo Mejía de Sevilla, impreso en 1608 en Sevilla
154n_0461	154n	Maturana, José de	Son hermanas de amor, van de la mano	Las castillas
154n_0462	154n	Maturana, José de	Rubia y gallarda viene, mostrando en su carruaje	Las dos primaveras
154n_0463	154n	Maturana, José de	Puñal de oro, brillante y florentino,	Carne florida
154n_0464	154n	Maturana, José de	Rodeada está la mesa de atentos jugadores	En la sala de juego
155g_0299	155g	Angulo y Pulgar, Martín	DOCTO Monte de Musas, cuyo seno	Al doctor Juan Pérez Montalbán
155g_0300	155g	Angulo y Pulgar, Martín	Nadie te alabe, Lope, que tú solo	A la muerte de Lope de Vega
155n_0465	155n	Navarro Montes de Oca, José	Se riza en el sonoro acantilado	En la playa
155n_0466	155n	Navarro Montes de Oca, José	El mar se prolongaba en tus pupilas	El mar...
155n_0467_01	155n	Navarro Montes de Oca, José	El mar, sobre el brumoso arrecife costero,	Motivos del mar – I
155n_0467_02	155n	Navarro Montes de Oca, José	Cruza el aire, oliente a salitre marino,	Motivos del mar – II
155n_0467_03	155n	Navarro Montes de Oca, José	Ha cerrado la noche sobre la playa sola	Motivos del mar – V
155n_0467_04	155n	Navarro Montes de Oca, José	Sobre el plafón lejano de la costa sonora	Motivos del mar – VI
155n_0467_05	155n	Navarro Montes de Oca, José	El cielo luce envuelto entre cerúleos tules	Motivos del mar – VII
155n_0467_06	155n	Navarro Montes de Oca, José	¡Oh, costas escarpadas de apariencia bravía,	Motivos del mar – VIII
155n_0468_01	155n	Navarro Montes de Oca, José	Es de un vivo matiz de roja flama,	Las piedras preciosas – Granate
155n_0468_02	155n	Navarro Montes de Oca, José	Finge un botón de acero empavonado,	Las piedras preciosas – La sanguinaria
155n_0468_03	155n	Navarro Montes de Oca, José	Piedra de transparencia delicada,	Las piedras preciosas – La amatista
155n_0468_04	155n	Navarro Montes de Oca, José	No hay pupila letal ni negra yema	Las piedras preciosas – El ónix
155n_0468_05	155n	Navarro Montes de Oca, José	Del fondo de los mares extraído	Las piedras preciosas – El coral
155n_0468_06	155n	Navarro Montes de Oca, José	Finge una verde rosa peregrina	Las piedras preciosas – La esmeralda
155n_0468_07	155n	Navarro Montes de Oca, José	De suave brillo, claro y transparente,	Las piedras preciosas – El crisoberilo
155n_0468_08	155n	Navarro Montes de Oca, José	Lampo de luna luminoso y leve,	Las piedras preciosas – La perla
155n_0468_09	155n	Navarro Montes de Oca, José	Gema de aristocracia En su dorado	Las piedras preciosas – El ágata
155n_0468_10	155n	Navarro Montes de Oca, José	Tiene un color rosado y ambarino	Las piedras preciosas – La cornelina
155n_0468_11	155n	Navarro Montes de Oca, José	Finge gota de sangre congelada	Las piedras preciosas – El rubí
155n_0468_12	155n	Navarro Montes de Oca, José	La ilumina un reflejo opalescente	Las piedras preciosas – La sardónica
155n_0468_13	155n	Navarro Montes de Oca, José	Nítida y transparente como bella	Las piedras preciosas – La piedra de luna
155n_0468_14	155n	Navarro Montes de Oca, José	Azul cual tus pupilas luminosas,	Las piedras preciosas – El zafiro
155n_0468_15	155n	Navarro Montes de Oca, José	Es de un vivo color verde amarillo	Las piedras preciosas – La crisolita
155n_0469	155n	Navarro Montes de Oca, José	Otoño Se despojan las campiñas	Otoño
155n_0470	155n	Navarro Montes de Oca, José	En el amplio confín la tarde trama,	Crepúsculo
155n_0471	155n	Navarro Montes de Oca, José	¡Oh, el blanco alborear de la mañana	Alba
156g_0301	156g	Cueva, Ciprián de la	El seno más preñado y generoso	A Juan de Castellanos
156n_0472	156n	Etchegoyen, Félix	Soy un hombre feliz: la vida mía	Autorretrato
156n_0473	156n	Etchegoyen, Félix	Era mi padre como el pan de bueno,	Mi padre
156n_0474	156n	Etchegoyen, Félix	Cantor de Extremadura y de Castilla,	A José María Gabriel y Galán
156n_0475	156n	Etchegoyen, Félix	Ciertamente un alivio al caminante	En la página primera de Alivio de caminantes, obra de Ricardo León
156n_0476	156n	Etchegoyen, Félix	Cantor de la belleza y la justicia	Elogio del poeta
157g_0302	157g	Villarín, Tomás de	Yace en aquella losa sepultado	Al célebre y aplaudido en el orbe doctor don Juan Pérez de Montalbán
157n_0477_01	157n	Bermúdez y Ortega, Federico	¡Están tocando a muerte las campanas lejanas!	Letanías de noviembre – I
157n_0477_02	157n	Bermúdez y Ortega, Federico	En la calma uncitiva de la tarde que muere	Letanías de noviembre – II
157n_0478	157n	Bermúdez y Ortega, Federico	¡Oh, tardes adorables de aquel lejano estío!	¡Oh, tardes adorables!
157n_0479	157n	Bermúdez y Ortega, Federico	La lluvia, tornadiza como una polvareda,	Serenamente gris
157n_0480	157n	Bermúdez y Ortega, Federico	Es hora del profundo silencio de las cosas	Paisaje
157n_0481	157n	Bermúdez y Ortega, Federico	¡Aquél viejo enigmático y sereno,	Símbolo
157n_0482	157n	Bermúdez y Ortega, Federico	Sobre el negro prestigio de su lacia melena	Fantasía hebrea
157n_0483	157n	Bermúdez y Ortega, Federico	Se murió el avaro, y en la estancia oscura	Se murió el avaro
157n_0484	157n	Bermúdez y Ortega, Federico	¡Y fue mi anochecer en pleno día,	Desolación
158g_0303	158g	Olivares, Sebastián de	Símbolo de pureza que retratas	De Guardar palabra a los santos
158n_0485	158n	Foxa y Lecanda, Narciso	Yo soy feliz en mi pobreza suma	El pescador
159g_0304	159g	Hurtado de Mendoza, Antonio	En denuedo alevoso, en campo abierto	Al matar el toro Felipe IV
159g_0305	159g	Hurtado de Mendoza, Antonio	Ningún hombre nació para admitido,	- II -
159g_0306	159g	Hurtado de Mendoza, Antonio	Si en el ínclito Conde de Tendilla	A don Diego de Mendoza
159g_0307	159g	Hurtado de Mendoza, Antonio	Estas son y serán ya las postreras	Soneto
159g_0308	159g	Hurtado de Mendoza, Antonio	Amar quiero sin premio, y nunca puedo	Soneto
159g_0309	159g	Hurtado de Mendoza, Antonio	Amable soledad, muda alegría	Soneto
159g_0310	159g	Hurtado de Mendoza, Antonio	De Cielos, y Elementos ordenado,	Soneto a la astrología
159g_0311	159g	Hurtado de Mendoza, Antonio	De las culpas Señor, que he cometido,	Musa VII
159g_0312	159g	Hurtado de Mendoza, Antonio	Olmo fui ayer, o hipérbole florido,	A un olmo, caída la hoja
159g_0313	159g	Hurtado de Mendoza, Antonio	Brama el mar, de los aires ofendido,	Soneto
159g_0314	159g	Hurtado de Mendoza, Antonio	Sangrienta perdición, yugo tirano,	Soneto
159g_0315	159g	Hurtado de Mendoza, Antonio	En una roca de cristal luciente,	Soneto
159g_0316	159g	Hurtado de Mendoza, Antonio	Soberana virtud, sencilla, y pura	De El trato muda costumbre
159n_0486	159n	Campoamor, Ramón de	¡Genio infeliz!, en su postrer momento	El cielo de Leopardi
159n_0487	159n	Campoamor, Ramón de	Pasan un siglo y cien, el tiempo pasa	La inteligencia
159n_0488	159n	Campoamor, Ramón de	Penélope es el tiempo, que hoy se afana	La virtud
159n_0489	159n	Campoamor, Ramón de	El tiempo, ese Saturno cuya saña	El teatro
159n_0490	159n	Campoamor, Ramón de	¿Qué es el Olimpo?- Para el niño, un juego	Lo que es el Olimpo
159n_0491	159n	Campoamor, Ramón de	Más que la luz de la razón humana,	El descreimiento
159n_0492	159n	Campoamor, Ramón de	Tanto quiero creer, que no te creo,	La duda
159n_0493	159n	Campoamor, Ramón de	Velas de amor en golfos de ternura	La vida humana
159n_0494	159n	Campoamor, Ramón de	Rasga su pecho el último romano,	Catón de Útica
159n_0495	159n	Campoamor, Ramón de	Vegeta sin sufrir, vive en mal hora,	Los egoístas
159n_0496	159n	Campoamor, Ramón de	Ya a traición, ya a traición, en el costado	Los celos
159n_0497	159n	Campoamor, Ramón de	Caer al río el viento un nido deja,	Amor conyugal
159n_0498	159n	Campoamor, Ramón de	A la infiel más infiel de las hermosas	Amor y querer
159n_0499	159n	Campoamor, Ramón de	De amor tentado un penitente un día,	El busto de nieve
159n_0500	159n	Campoamor, Ramón de	Un enjambre de pájaros metidos	Los padres y los hijos
159n_0501	159n	Campoamor, Ramón de	Ni arrastrada un pastor llevar podía	Los hijos y los padres
159n_0502	159n	Campoamor, Ramón de	Si Dios omnipotente me mandara	Mis deseos
160g_0317	160g	Ibáñez de Aoiz, Juan Lorenzo	Estas hojas que ofreces al desvelo	Soneto
160n_0503	160n	Gamboa Molina, Carlos Hugo	Como un rayo de sol, de luz de aurora	Para escribir mi verso
160n_0504	160n	Gamboa Molina, Carlos Hugo	Tenía que ser así; estaba escrito	Destino
160n_0505	160n	Gamboa Molina, Carlos Hugo	Llueve sobre los árboles del huerto,	Llueve
160n_0506	160n	Gamboa Molina, Carlos Hugo	Ha despertado más hermoso el día;	Abril
160n_0507	160n	Gamboa Molina, Carlos Hugo	El soneto es breve y elegante	El soneto
160n_0508	160n	Gamboa Molina, Carlos Hugo	Voy palpando la luz con estas manos,	Estas manos
160n_0509	160n	Gamboa Molina, Carlos Hugo	Ser ciego es percibir el universo	Respuesta a una niña
161g_0318	161g	Mancebo de Velasco, Pedro Jerónimo	Esta luz que en los términos fatales	A la muerte para mejor vida del doctor Juan Pérez de Montalbán
161n_0510	161n	Martínez Villergas, Juan	Mandó el tío Antonio, el ciego, al lazarillo	Soneto
161n_0512	161n	Martínez Villergas, Juan	Ni en versos hábil, ni en la prosa ducho,	El calesero
161n_0513_01	161n	Martínez Villergas, Juan	Un día, y no por cierto muy remoto,	Sonetos – I
161n_0513_02	161n	Martínez Villergas, Juan	Merecerá morir entre arcabuces	Sonetos – II
161n_0513_03	161n	Martínez Villergas, Juan	Inés, moza criada en Fuencarral,	Sonetos – III
161n_0513_04	161n	Martínez Villergas, Juan	¡Que de pedantes tu atención se ocupe!	Sonetos – IV
162g_0319	162g	Espinel, León	Cuando a la dulce guerra de Cupido	Soneto
162n_0514	162n	Montagú, Guillermo de	Hermano, aguarda Quiero descansar a la sombra	El encuentro
162n_0515	162n	Montagú, Guillermo de	Serenamente casta, la paz de su belleza,	II
162n_0516	162n	Montagú, Guillermo de	Nos pusimos de acuerdo sin habernos hablado	III
163g_0320	163g	Pellicer de Tovar, José	Deidad excelsa, Majestad sagrada	A la verdad
163g_0321	163g	Pellicer de Tovar, José	Ya al Júpiter metido en culto griego,	Soneto
163g_0322	163g	Pellicer de Tovar, José	De horror armado, de furor ceñido,	Soneto
163g_0323	163g	Pellicer de Tovar, José	Deidad excelsa, Majestad sagrada	A la verdad
163g_0324	163g	Pellicer de Tovar, José	Ya al Júpiter metido en culto griego,	Soneto
163n_0517	163n	Lascano Tegui, Emilio	Mi amor es como el agua; de las formas no sabe,	El amor de don Juan
164g_0326	164g	Berrio, Gonzalo Mateo	No estraga en batallón de armada gente	Estrago de amor
164n_0518	164n	Luján, Agustín	A la luz de un ensueño sacrosanto	Patria
164n_0519	164n	Luján, Agustín	Su númen fue una estrella Brillaba en lontananza	Salmo
165g_0327_01	165g	Villegas, Esteban Manuel de	¿Ves la instabilidad de nuestra vida	Eróticas – - I -
165g_0327_02	165g	Villegas, Esteban Manuel de	Quién me dijera, Clori, que algún día	Eróticas – - II -
165g_0327_03	165g	Villegas, Esteban Manuel de	Tras los rosados de mi Lyda hermosa	Eróticas – - III -
165g_0327_04	165g	Villegas, Esteban Manuel de	Por sólo despicarme de tu juego	Eróticas – - IV -
165g_0327_05	165g	Villegas, Esteban Manuel de	La herencia de tu Agripa generoso,	Eróticas – - V -
165g_0327_06	165g	Villegas, Esteban Manuel de	Flote la tuya, la contraria armada	Eróticas – - VI -
165g_0328_01	165g	Villegas, Esteban Manuel de	Nací mujer, y entré en edad florida,	A la sepultura de una señora viuda, de la orden tercera – Soneto VII
165g_0328_02	165g	Villegas, Esteban Manuel de	En este vaso, que forjó Vulcano,	A la sepultura de una señora viuda, de la orden tercera – Soneto VIII
165g_0328_03	165g	Villegas, Esteban Manuel de	Ya con severidad, ya con halago	A la sepultura de una señora viuda, de la orden tercera – Soneto IX
165g_0328_04	165g	Villegas, Esteban Manuel de	Vela el cuidado, y el amor desvela,	A la sepultura de una señora viuda, de la orden tercera – Soneto X
165g_0328_05	165g	Villegas, Esteban Manuel de	Deseos que salís por mi ventura,	A la sepultura de una señora viuda, de la orden tercera – Soneto XI
165g_0328_06	165g	Villegas, Esteban Manuel de	Al mirto daba de la frente el bello	A la sepultura de una señora viuda, de la orden tercera – Soneto XII
165n_0520	165n	García Gutiérrez, Antonio	Tengo aprensiones yo como cualquiera,	Amor sin celos
165n_0521	165n	García Gutiérrez, Antonio	¿Por qué funesto error, por qué demencia	Soneto
165n_0522	165n	García Gutiérrez, Antonio	No hay pena, no hay dolor, hermosa mía,	La cita a la madrugada
165n_0523	165n	García Gutiérrez, Antonio	Huye, ambición, al ostentoso lecho	La ambición
165n_0524	165n	García Gutiérrez, Antonio	Sube veloz por las etéreas salas,	La garza
165n_0525	165n	García Gutiérrez, Antonio	No vi la pompa de dorada cuna	La calma
165n_0526	165n	García Gutiérrez, Antonio	¡Rosa marchita, que en tu bella aurora	A la muerte de E...
165n_0527	165n	García Gutiérrez, Antonio	Si un instante romper te fuera dado	Al Cardenal Cisneros
165n_0528	165n	García Gutiérrez, Antonio	Siempre afectando místico lenguaje,	El hipócrita
165n_0529	165n	García Gutiérrez, Antonio	¿De qué celeste Numen alcanzaste,	A don Adelardo López de Ayala
166g_0329	166g	Verdugo, Petri	Fieras naciones, de quien no te espantas	A Juan de Castellanos
166n_0530	166n	Teurbe Tolón y de la Guardia, Miguel	Galano pabellón, emblema santo	Poesía dedicada a la bandera
167g_0330	167g	Vidarte, Juan de	Vive feliz en Patria más dichosa,	A la muerte del doctor Juan Pérez de Montalbán
167g_0331	167g	Vidarte, Juan de	Oscura noche baña al claro día,	A la muerte de don Anastasio Pantaleón de Ribera
167n_0531	167n	Morgado, Pedro A.	Virgen de la marisma solitaria,	A la virgen del rocío
167n_0532	167n	Morgado, Pedro A.	Bálsamo salvador que de la altura	Fe
167n_0533	167n	Morgado, Pedro A.	Apenas sale el sol, ya la campana	La patrona de la aldea
167n_0534	167n	Morgado, Pedro A.	Hay un ígneo penacho en cada cirio	Cofradía
168g_0332	168g	Burguillos, Maestro	Los campos de Madrid, Isidro santo,	A San Isidro
168g_0333	168g	Burguillos, Maestro	¿Al cielo os vais, IGNACIO, en mortal vuelo,	Soneto
168n_0535	168n	Borrero, Esteban de Jesús	Si el verde hermoso de los campos veo,	Dios
169g_0334	169g	Padilla, Antonio de	Sobre los altos cedros de la cumbre	Soneto
169n_0536	169n	Chaves, Ángel R.	Juega hasta echar el pego algunas veces,	Para muestra...
170g_0335	170g	Medrano, Joseph de	Con voz sonora y plectro nunca oído	Soneto
170n_0537	170n	Fray Cayetano Rodríguez	En llanto amargo América gemía	I
170n_0538	170n	Fray Cayetano Rodríguez	Veinte y cinco, feliz hoy tu victoria	II
170n_0539	170n	Fray Cayetano Rodríguez	Arrebató la Parca ¡Parca fiera,	III
170n_0540	170n	Fray Cayetano Rodríguez	Lo arduo de la acción más peligrosa,	IV
170n_0541	170n	Fray Cayetano Rodríguez	¿Del gran sistema la contraria suerte	V
170n_0542	170n	Fray Cayetano Rodríguez	¿Tú lleno de pavor pasas el día	VI
171g_0336	171g	Noroña de Andrade, Pedro de	De eternidad al templo destinaba	A la elección de Vicente de Lemos
171n_0543	171n	Sierra Valenzuela, Enrique	Del risueño placer tras el halago	La dicha es breve
171n_0544	171n	Sierra Valenzuela, Enrique	Conozco yo un ratón de biblioteca,	A un vate huero
172g_0337	172g	Quiroga, Juan de	Alta, piadosa máquina, eminente,	A Ignacio
172n_0545	172n	Balart, Federico	En un sueño de cándida pureza,	A la Virgen Santísima
172n_0546	172n	Balart, Federico	Por los ámbitos lóbregos de un sueño	Visión
172n_0547	172n	Balart, Federico	En el abismo del dolor sumido	La última tabla
172n_0548	172n	Balart, Federico	Hoy hace un año que, al morir el día	Aniversario
172n_0549	172n	Balart, Federico	En vano me resisto a la evidencia;	En todas partes
172n_0550	172n	Balart, Federico	Yo te saludo, oh muerte redentora,	A la muerte
172n_0551	172n	Balart, Federico	¡En mis brazos murió! Boca con boca,	Recuerdo
172n_0552	172n	Balart, Federico	¡Cumpliste tu deber! Compadecida	A mi amigo C***
172n_0553	172n	Balart, Federico	No prodigues tus lágrimas en vano,	Consolación
172n_0554	172n	Balart, Federico	Ciencia estéril, que triunfas satisfecha	Después de una lectura
172n_0555	172n	Balart, Federico	Charco donde hallo el sol reproducido:	Reverberación
172n_0556	172n	Balart, Federico	Más allá de los cielos estrellados,	Explorando
172n_0557	172n	Balart, Federico	Buscar lo inmaterial con los sentidos	Deus ignotus
172n_0558	172n	Balart, Federico	Implacables doctores cuya ciencia,	In excelsis
172n_0559	172n	Balart, Federico	Desde el primer sollozo de la cuna,	Pareja mixta
172n_0560	172n	Balart, Federico	Tú, que en las horas de congoja y duelo,	A una maga
172n_0561	172n	Balart, Federico	Cual pasos de tullido pordiosero	Enero
172n_0562	172n	Balart, Federico	No temas, no, que con esfuerzo vano	A una ciega
172n_0563	172n	Balart, Federico	Tú lo sabes, Señor, mi vida entera	Compasión
172n_0564	172n	Balart, Federico	Coro inmenso de voces rumorosas	Calmante
172n_0565	172n	Balart, Federico	Desmesurada puente Segoviana	Al puente de Segovia
172n_0566	172n	Balart, Federico	Ya muestra Guadarrama la aspereza	A la primavera
172n_0567	172n	Balart, Federico	Sagrada fuente cuya linfa pura	A una fuente
172n_0568	172n	Balart, Federico	Por mérito, me cumple ir a la cola;	En el álbum de E. F.
172n_0569	172n	Balart, Federico	Es tan pura la luz que la ilumina,	A mis amigos Protasio y Josefina
172n_0570	172n	Balart, Federico	Amigo don Manuel: buen año nuevo,	Al Dr. Manuel Ortega Morejón
172n_0571	172n	Balart, Federico	¡Oh tú, que en verso y prosa celebrado,	Desde el puente del Darro
173g_0338	173g	Jiménez Sedeño, Francisco	No de Elicona en cítaras suaves	A la muerte del doctor Juan Pérez de Montalbán
173n_0572	173n	Sansores, Rosario («Crisantema»)	Me ungí para aguardarte con perfume de Oriente	La cita
173n_0573	173n	Sansores, Rosario («Crisantema»)	Yo sé que volverás Yo sé que un día	El retorno
173n_0574	173n	Sansores, Rosario («Crisantema»)	Tengo celos ¿no sabes? Tengo celos	Tengo celos
173n_0575	173n	Sansores, Rosario («Crisantema»)	Mientras la tarde se desmaya leve,	Nostálgica
173n_0576	173n	Sansores, Rosario («Crisantema»)	No te impacientes, caminante Apura	Caminante
173n_0577	173n	Sansores, Rosario («Crisantema»)	¡Pobre Margarita! Junto a la ventana	La soltera
173n_0578	173n	Sansores, Rosario («Crisantema»)	¡Dulce Mari Rosa, cuán emocionada	La casada
173n_0579	173n	Sansores, Rosario («Crisantema»)	En tanto que mece la cuna del niño	La madre
173n_0580	173n	Sansores, Rosario («Crisantema»)	¡Ayer hizo un año! ¡Con cuánta tristeza	La viuda
173n_0581	173n	Sansores, Rosario («Crisantema»)	Ella no recuerda qué fútil motivo	La divorciada
173n_0582	173n	Sansores, Rosario («Crisantema»)	La abuelita tiene cabellos nevados	La abuelita
173n_0583	173n	Sansores, Rosario («Crisantema»)	«Primer amor, perfume de mimosas,	Primer amor
174g_0339	174g	Hernández, Antonio o Alfonso (El Viejo)	Hermosas ninfas que en la fértil Moya,	Soneto
174n_0584	174n	Tovar, Alfonso	No quiero que comprenda mi amargura	¡Perdónala, Señor!
175g_0340	175g	Turia, Ricardo de	Si Labán a Jacob no le da Lía	Soneto
175g_0341	175g	Turia, Ricardo de	No pases sin dolor, oh Peregrino,	Epitafio a un gran músico
175n_0585	175n	Montes Peña, M.	Las olas espumosas y las flores,	La gratitud
176g_0342	176g	Cabrera, Cristóbal	A tu suma humildad, Virgen gloriosa,	Soneto
176n_0586	176n	Rodo, José Enrique	De la dichosa edad en los albores	Lecturas
177g_0343	177g	Mosquera de Figueroa, Cristóbal	Qué capitán es este glorioso	Soneto
177n_0587	177n	Esteva Ravassa, Gaspar	Sin pocos años y sin muchos bríos	A mis hijos
178g_0344	178g	Marqués de Santillana	Cuando yo veo la gentil criatura	- I -
178g_0345	178g	Marqués de Santillana	Lloro la hermana, maguer qu'enemiga,	- II -
178g_0346	178g	Marqués de Santillana	Cual se mostraba la gentil Lavina	- III -
178g_0347	178g	Marqués de Santillana	Sitio de amor con grand artillería	- IV -
178g_0348	178g	Marqués de Santillana	Non solamente al templo divino,	- V -
178g_0349	178g	Marqués de Santillana	El agua blanda en la peña dura	- VI -
178g_0350	178g	Marqués de Santillana	Fedra dio regla y manda que en amor,	- VII -
178g_0351	178g	Marqués de Santillana	¡O dulçe esguarde, vida e honor mía,	- VIII -
178g_0352	178g	Marqués de Santillana	Non es el rayo del Febo luciente,	- IX -
178g_0353	178g	Marqués de Santillana	Fiera Castino con aguda lança	- X -
178g_0354	178g	Marqués de Santillana	Despertad con afflato doloroso,	- XI -
178g_0355	178g	Marqués de Santillana	Timbre de amor, con el cual combate,	- XII -
178g_0356	178g	Marqués de Santillana	Calla la pluma e luce la espada	- XIII -
178g_0357	178g	Marqués de Santillana	Cuando yo so delante a aquella donna	- XIV -
178g_0358	178g	Marqués de Santillana	El tiempo es vuestro e si d'él usades	- XV -
178g_0359	178g	Marqués de Santillana	Amor, debdo e voluntad buena	- XVI -
178g_0360	178g	Marqués de Santillana	Non en palabras los ánimos gentiles,	- XVII -
178g_0361	178g	Marqués de Santillana	Oy, ¿qué diré de ti, triste emisperio?,	- XVIII -
178g_0362	178g	Marqués de Santillana	Lejos de vos, o cerca de cuidado,	- XIX -
178g_0363	178g	Marqués de Santillana	Doradas ondas del famoso río	- XX -
178g_0364	178g	Marqués de Santillana	En el próspero tiempo las serenas	- XXI -
178g_0365	178g	Marqués de Santillana	Non es a non de limitar el año,	- XXII -
178g_0366	178g	Marqués de Santillana	Traen los cazadores al marfil	- XXIII -
178g_0367	178g	Marqués de Santillana	Si el pelo por ventura voy trocando,	- XXIV -
178g_0368	178g	Marqués de Santillana	Alégrome de ver aquella tierra,	- XXV -
178g_0369	178g	Marqués de Santillana	Non de otra guisa el índico serpiente	- XXVI -
178g_0370	178g	Marqués de Santillana	Cuentan que esforába Thimoteo	- XXVII -
178g_0371	178g	Marqués de Santillana	Si la vida viviese de Noé	- XXVIII -
178g_0372	178g	Marqués de Santillana	Buscan los enfermos santuario	- XXIX -
178g_0373	178g	Marqués de Santillana	Venció Anibal al conflicto de canas	- XXX -
178g_0374	178g	Marqués de Santillana	Forçó la fortaleza de Golías	- XXXI -
178g_0375	178g	Marqués de Santillana	Roma en el mundo e vos en España	- XXXII -
178g_0376	178g	Marqués de Santillana	Porqu'el largo vivir nos es negado,	- XXXIII -
178g_0377	178g	Marqués de Santillana	Clara por nombre, por obra e virtud	- XXXIV -
178g_0378	178g	Marqués de Santillana	Del çelestial exército patrón	- XXXV -
178g_0379	178g	Marqués de Santillana	Virginal templo do el verbo divino	- XXXVI -
178g_0380	178g	Marqués de Santillana	Adivinativos fueron los varones	- XXXVII -
178g_0381	178g	Marqués de Santillana	Leño (felice) qu'el grant poderío	- XXXVIII -
178g_0382	178g	Marqués de Santillana	Anima devota, que en el signo	- XXXIX -
178g_0383	178g	Marqués de Santillana	Si ánima alguna tú sacas de pena	- XL -
178g_0384	178g	Marqués de Santillana	De mi mesma comiença la ordenada	- XLI -
178g_0385	178g	Marqués de Santillana	De la suprema corte curial	- XLII -
178n_0588	178n	Labaila, Jacinto	Escuchad la sonora melodía	Dios en la naturaleza
178n_0589	178n	Labaila, Jacinto	¿Qué es el hombre, decid? -Nace en el seno	En el espíritu
178n_0590	178n	Labaila, Jacinto	Si con justicia obramos, si vivimos	En la conciencia
178n_0591	178n	Labaila, Jacinto	De la historia del mundo en los anales	En la historia
178n_0592	178n	Labaila, Jacinto	Rota está la cadena y sacudida;	La nueva era
178n_0593	178n	Labaila, Jacinto	Son las tres ¡y yo velo! me domina	Si tu quisieras...
178n_0594	178n	Labaila, Jacinto	Llena mi corazón de tus amores	A Galatea
178n_0595	178n	Labaila, Jacinto	Al rico trueca en pobre la avaricia	Soneto
178n_0596	178n	Labaila, Jacinto	El que llenó la tierra de armonía,	A Rossini
178n_0597	178n	Labaila, Jacinto	Cuando todo lo pierde y todo lo aja	La última esperanza
178n_0598_01	178n	Labaila, Jacinto	Señor, hay unos hombres que pretenden	Dios y los internacionales – I
178n_0598_02	178n	Labaila, Jacinto	Señor, el sentimiento -ese atributo	Dios y los internacionales – II
178n_0599_01	178n	Labaila, Jacinto	Libro que siempre tienes que estudiar,	Las mujeres en berlina – La mujer
178n_0599_02	178n	Labaila, Jacinto	Son las rubias mujeres deliciosas,	Las mujeres en berlina – Rubias y morenas
178n_0599_03	178n	Labaila, Jacinto	Al parecer debe traerse cuenta,	Las mujeres en berlina – La insensible
178n_0599_04	178n	Labaila, Jacinto	La mujer que de férvidas pasiones	Las mujeres en berlina – La apasionada
178n_0599_05	178n	Labaila, Jacinto	Buscando las posturas de más gracia,	Las mujeres en berlina – La coqueta
178n_0599_06	178n	Labaila, Jacinto	No se mira a los hombres, que es pecado	Las mujeres en berlina – La beata
178n_0599_07	178n	Labaila, Jacinto	Bien te guarde de caer bajo el influjo	Las mujeres en berlina – La mujer elegante
178n_0599_08	178n	Labaila, Jacinto	¿De la mujer moderna quién se fía	Las mujeres en berlina – La mujer artificial
178n_0599_09	178n	Labaila, Jacinto	Ligera como un pájaro y compuesta,	Las mujeres en berlina – La soltera
178n_0599_10	178n	Labaila, Jacinto	Ya el sueño de su vida ha realizado;	Las mujeres en berlina – La casada
178n_0599_11	178n	Labaila, Jacinto	Enlutada de pies a la cabeza,	Las mujeres en berlina – La viuda
178n_0599_12	178n	Labaila, Jacinto	Si eres hombre prudente y no bolonio	Las mujeres en berlina – La suegra
178n_0600_01	178n	Labaila, Jacinto	Dentro de poco tiempo seré mozo	Ayer, hoy y mañana – Ayer
178n_0600_02	178n	Labaila, Jacinto	Esto es hecho, soy hombre; yo no ignoro	Ayer, hoy y mañana – Hoy
178n_0600_03	178n	Labaila, Jacinto	Ya he llegado a la edad de la experiencia,	Ayer, hoy y mañana – Mañana
178n_0601	178n	Labaila, Jacinto	Así mismo se llama literato	El escritor negativo
178n_0602	178n	Labaila, Jacinto	Como cristiano niego el fatalismo,	La curiosidad
178n_0603	178n	Labaila, Jacinto	No te bastó, infeliz, el ser marido,	A un marido débil
